"titulo";"distribuidora_pdf_heuristica";"fecha_estreno";"recaudacion";"espectadores";"anio";"anio_reposicion";"titulo_busqueda";"articulo";"icaa_id";"titulo_icaa";"distribuidora_nacional_icaa";"distribuidor_internacional_icaa";"fecha_estreno_ficha";"tipo_icaa";"genero_icaa";"tags_icaa";"genero_final";"genero_fuente";"nacionalidad_paises_icaa";"directores_icaa";"guionistas_icaa";"subvenciones_icaa";"subvenciones_total";"empresas_productoras_icaa";"clave_grupo"
"Golpes";"A Contracorriente";"05/12/2025";689219.0;105870;2025;"";"Golpes";"";184223.0;"GOLPES";"A CONTRACORRIENTE FILMS, S.L. (02J861)";"";"28/11/2025";"Cine - Ficción";"Thriller";"[""Drama"", ""Thriller"", ""Suspense"", ""Años 80"", ""Cine quinqui"", ""Atracos - Robos"", ""Ópera prima""]";"Thriller";"ficha_genero";"España (90.0%); Francia (10.0%)";"[""Rafael Cobos""]";"[""Rafael Cobos"", ""Fernando Navarro""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1200000.0}]";1200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""VACA FILMS STUDIO, S.L. (01J2471)"", ""porcentaje_empresa"": 80.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""GRUPO TRANQUILO P.C., S.L. (01J4091)"", ""porcentaje_empresa"": 20.0}, {""pais"": ""FRANCIA"", ""porcentaje_pais"": 10.0, ""empresa"": ""PLAYTIME PRODUCTION SAS - FINANCIERA"", ""porcentaje_empresa"": null}]";"184223"
"Mala influencia";"TriPictures";"24/01/2025";647170.0;95043;2025;"";"Mala influencia";"";194423.0;"MALA INFLUENCIA";"TRIPICTURES, S.L. (02J1114)";"";"24/01/2025";"Cine - Ficción";"Adolescentes";"[""Adolescencia"", ""Romance"", ""Thriller psicológico""]";"Adolescentes";"ficha_genero";"España (100.0%)";"[""Chloé Wallace""]";"[""Diana Muro"", ""Chloé Wallace""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1200000.0}]";1200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""IMPERFECT FILMS, A.I.E. (01J9469)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""NADIE ES PERFECTO PRODUCCIONES CINEMATOGRAFICAS, S.L. (01J2252)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""N&L FILMS, S.L.U. (01J9724)"", ""porcentaje_empresa"": 0.5}]";"194423"
"Futbolisimos 2 y el misterio del tesoro pirata, Los";"Filmax";"08/08/2025";636712.0;102883;2025;"";"Futbolisimos 2 y el misterio del tesoro pirata";"Los";192523.0;"LOS FUTBOLÍSIMOS 2 - EL MISTERIO DEL TESORO PIRATA";"CASTELAO PICTURES, S.L. (02J943)";"FILMAX (INTERNATIONAL SALES) (98J1061)";"30/07/2025";"Cine - Ficción";"Aventuras-Misterio-Familiar";"[""Comedia"", ""Aventuras"", ""Misterio"", ""Basado en una novela"", ""Familiar"", ""Fútbol"", ""Infantil""]";"Aventuras-Misterio-Familiar";"ficha_genero";"España (80.0%); Colombia (20.0%)";"[""Miguel Ángel Lamata""]";"[""Bárbara Alpuente""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1000000.0}]";1000000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""MISTERIO PIRATA, A.I.E. (01J9694)"", ""porcentaje_empresa"": 99.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""IMPOSIBLE FILMS, S.L. (01J2064)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""LIGHTBOX ANIMATION STUDIOS, S.L. (01J3976)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""CHESTER MEDIA PRODUCCIONES, S.L. (01J5803)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""WANDERMOON, S.L.U. (01J6076)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""ATLANTIA MEDIA PRODUCCIONES, S.L. (01J6614)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""COLOMBIA"", ""porcentaje_pais"": 20.0, ""empresa"": ""TAKE ONE PRODUCTIONS, S.A.S."", ""porcentaje_empresa"": null}]";"192523"
"Flores para Antonio";"A Contracorriente";"28/11/2025";633741.0;95821;2025;"";"Flores para Antonio";"";182924.0;"FLORES PARA ANTONIO";"A CONTRACORRIENTE FILMS, S.L. (02J861)";"";"13/11/2025";"Cine - Documental";"Documental";"[""Documental"", ""Biografía"", ""Musical""]";"Documental";"ficha_genero";"España (100.0%)";"[""Elena Molina"", ""Isaki Lacuesta""]";"[""Isaki Lacuesta"", ""Elena Molina""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 820000.0}]";820000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""FLORES PARA ANTONIO LA PELICULA, A.I.E. (01J10585)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""FLOWER POWER PRODUCCIONES, S.L. (01J7690)"", ""porcentaje_empresa"": 0.7}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LACOPRODUCTORA, S.L. (01J8010)"", ""porcentaje_empresa"": 0.2}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""CABALLO FILMS, S.L. (01J4729)"", ""porcentaje_empresa"": 0.1}]";"182924"
"Sin instrucciones";"Warner Bros";"25/12/2024";749413.0;111550;2025;"";"Sin instrucciones";"";193423.0;"SIN INSTRUCCIONES";"WARNER BROS ENTERTAINMENT ESPAÑA, S.L. (02J728)";"LATIDO CONSORCIO EXPORTACIÓN DE CINE ESPAÑOL, S.L. (07J152)";"25/12/2024";"Cine - Ficción";"Comedia";"[""Comedia"", ""Drama"", ""Remake""]";"Comedia";"ficha_genero";"España (100.0%)";"[""Marina Seresesky""]";"[""Marta Sánchez"", ""Irene Niubó""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1200000.0}]";1200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""DEMASIADOS ENEMIGOS, A.I.E. (01J7988)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LA PEPA, P.C. S.L. (01J6775)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""BASQUE FILM SERVICES, S.L. (01J2430)"", ""porcentaje_empresa"": 0.4}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""SIN INSTRUCCIONES FILMS, S.L.U. (01J9898)"", ""porcentaje_empresa"": 0.1}]";"193423"
"Me has robado el corazon";"Sony";"05/12/2025";531074.0;75353;2025;"";"Me has robado el corazon";"";199124.0;"ME HAS ROBADO EL CORAZÓN";"SONY PICTURES ENTERTAINMENT IBERIA, S.L.U. (02J1289)";"";"05/12/2025";"Cine - Ficción";"Comedia romántica";"[""Comedia"", ""Romance"", ""Road movie""]";"Comedia romántica";"ficha_genero";"España (100.0%)";"[""Chus Gutiérrez""]";"[""Chus Gutiérrez""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1000000.0}]";1000000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ME HAS ROBADO EL CORAZÓN, A.I.E. (01J10642)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""FICCION PRODUCCIONES, S.L. (01J2498)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LA TERRAZA FILMS, S.L. (01J6964)"", ""porcentaje_empresa"": 0.5}]";"199124"
"Aitas, Los";"Bteam Pictures";"21/03/2025";478044.0;75469;2025;"";"Aitas";"Los";129922.0;"LOS AITAS";"BTEAM PICTURES, S.L. (02J1137)";"FILM FACTORY ENTERTAINMENT, S.L. (07J154)";"19/03/2025";"Cine - Ficción";"Comedia";"[""Comedia"", ""Road movie""]";"Comedia";"ficha_genero";"España (90.0%); Bélgica (10.0%)";"[""Borja Cobeaga""]";"[""Borja Cobeaga"", ""Valentina Viso""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1200000.0}]";1200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""DESPADRES, A.I.E. (01J9253)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""INICIA FILMS, S.L. (01J3569)"", ""porcentaje_empresa"": 0.37}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""BTEAM PRODS, S.L. (01J6998)"", ""porcentaje_empresa"": 0.33}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""SAYAKA PRODUCCIONES, S.L. (01J3918)"", ""porcentaje_empresa"": 0.3}, {""pais"": ""BÉLGICA"", ""porcentaje_pais"": 10.0, ""empresa"": ""UMEDIA PRODUCTION S.A."", ""porcentaje_empresa"": null}]";"129922"
"Parecido a un asesinato";"Vertice";"03/10/2025";438951.0;68524;2025;"";"Parecido a un asesinato";"";159620.0;"PARECIDO A UN ASESINATO";"VERTICE CINE, S.L. (02J520)";"FILM FACTORY ENTERTAINMENT, S.L. (07J154)";"03/10/2025";"Cine - Ficción";"Thriller psicológico";"[""Thriller psicológico"", ""Basado en una novela""]";"Thriller psicológico";"ficha_genero";"España (90.0%); Argentina (10.0%)";"[""Antonio Hernández""]";"[""Rafael Calatayud Cano""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""SUNRISE PICTURE, S.L. (01J5092)"", ""porcentaje_empresa"": 95.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""PARECIDO A UN ASESINATO LA PELICULA, A.I.E. (01J8048)"", ""porcentaje_empresa"": 5.0}, {""pais"": ""ARGENTINA"", ""porcentaje_pais"": 10.0, ""empresa"": ""PRISMA, S.R.L. - FINANCIERA"", ""porcentaje_empresa"": null}]";"159620"
"Buena letra, La";"Caramel Films";"30/04/2025";423539.0;69030;2025;"";"Buena letra";"La";48322.0;"LA BUENA LETRA";"CARAMELFILMS, S.L.U. (02J1098)";"";"07/04/2025";"Cine - Ficción";"Drama";"[""Drama"", ""Historia"", ""Guerra Civil Española (Posguerra)"", ""Basado en una novela""]";"Drama";"ficha_genero";"España (100.0%)";"[""Celia Rico Clavellino""]";"[""Celia Rico Clavellino""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1000000.0}]";1000000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MOD PRODUCCIONES, S.L. (01J3732)"", ""porcentaje_empresa"": 40.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ARCADIA MOTION PICTURES, S.L. (01J2883)"", ""porcentaje_empresa"": 30.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MISENT PRODUCCIONES, S.L. (01J5085)"", ""porcentaje_empresa"": 30.0}]";"48322"
"Muy lejos";"Bteam Pictures";"11/04/2025";421795.0;64385;2025;"";"Muy lejos";"";104721.0;"MOLT LLUNY";"BTEAM PICTURES, S.L. (02J1137)";"LATIDO CONSORCIO EXPORTACIÓN DE CINE ESPAÑOL, S.L. (07J152)";"10/04/2025";"Cine - Ficción";"Drama social";"[""Social"", ""Drama"", ""Coming-of-age"", ""LGTBIQ+""]";"Drama social";"ficha_genero";"España (80.0%); Países Bajos (20.0%)";"[""Gerard Oms""]";"[""Gerard Oms""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 783735.81}]";783735.81;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""ZABRISKIE FILMS, S.L. (01J2278)"", ""porcentaje_empresa"": 50.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""ZABRISKIE, A.I.E. (01J6529)"", ""porcentaje_empresa"": 50.0}, {""pais"": ""PAÍSES BAJOS"", ""porcentaje_pais"": 20.0, ""empresa"": ""REVOLVER FILM BV"", ""porcentaje_empresa"": null}]";"104721"
"Tardes de soledad";"A Contracorriente";"07/03/2025";345230.0;51092;2025;"";"Tardes de soledad";"";73720.0;"TARDES DE SOLEDAD";"A CONTRACORRIENTE FILMS, S.L. (02J861)";"";"25/02/2025";"Cine - Documental";"Documental";"[""Documental"", ""Tauromaquia - Toros""]";"Documental";"ficha_genero";"España (70.0%); Francia (30.0%)";"[""Albert Serra""]";"[""Albert Serra""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 291550.0}]";291550.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 70.0, ""empresa"": ""TARDES DE SOLEDAD, A.I.E. (01J7955)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 70.0, ""empresa"": ""ANDERGRAUN FILMS, S.L. (01J2457)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 70.0, ""empresa"": ""LACIMA PRODUCCIONES, S.L. (01J6360)"", ""porcentaje_empresa"": 0.3}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 70.0, ""empresa"": ""LACIMA ENTERTAINMENT, S.L. (01J10700)"", ""porcentaje_empresa"": 0.2}, {""pais"": ""FRANCIA"", ""porcentaje_pais"": 30.0, ""empresa"": ""IDÉALE AUDIENCE GROUP"", ""porcentaje_empresa"": null}, {""pais"": ""FRANCIA"", ""porcentaje_pais"": 30.0, ""empresa"": ""ARTE FRANCE CINEMA S.A."", ""porcentaje_empresa"": null}]";"73720"
"Frontera";"Filmax";"12/12/2025";340872.0;54143;2025;"";"Frontera";"";126723.0;"FRONTERA";"CASTELAO PICTURES, S.L. (02J943)";"FILMAX (INTERNATIONAL SALES) (98J1061)";"01/12/2025";"Cine - Ficción";"Ficción";"[""Drama"", ""Thriller"", ""Historia"", ""Años 40"", ""Inspirado en hechos reales""]";"Ficción";"ficha_genero";"España (83.37%); Bélgica (16.63%)";"[""Judith Collel""]";"[""Miguel Ibáñez Monroy"", ""Gerard Gimenez Forner""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1200000.0}]";1200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 83.37, ""empresa"": ""CRESPETH FILMS, A.I.E. (01J9117)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 83.37, ""empresa"": ""COMING SOON FILMS, S.L. (01J5716)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 83.37, ""empresa"": ""DIAGONAL TELEVISIO, S.L. (01J6194)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""BÉLGICA"", ""porcentaje_pais"": 16.63, ""empresa"": ""BULLETPROOF CUPID B.V."", ""porcentaje_empresa"": null}]";"126723"
"Strangers: Capitulo 2";"Diamond Films";"26/09/2025";335027.0;49946;2025;"";"Strangers: Capitulo 2";"";160322.0;"STRANGERS: CAPÍTULO 2";"DIAMOND FILMS ESPAÑA DISTRIBUCION Y PRODUCCION AUDIOVISUAL, S.L. (02J1225)";"";"26/09/2025";"Cine - Ficción";"Terror";"";"Terror";"ficha_genero";"España (40.0%); Estados Unidos (60.0%)";"[""Renny Harlin""]";"[""Alan R. Cohen"", ""Alan Freedland""]";"";0.0;"[{""pais"": ""ESTADOS UNIDOS"", ""porcentaje_pais"": 60.0, ""empresa"": ""STRANGERS FRANCHISE PRODUCTIONS I, LLC"", ""porcentaje_empresa"": null}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 40.0, ""empresa"": ""HASBULA PRODUCTIONS, A.I.E. (01J9194)"", ""porcentaje_empresa"": 100.0}]";"160322"
"Huella del mal, La";"Alfa Pictures";"04/04/2025";309144.0;46951;2025;"";"Huella del mal";"La";176924.0;"LA HUELLA DEL MAL";"ALFA PICTURES, S.L.U. (02J1017)";"FILM FACTORY ENTERTAINMENT, S.L. (07J154)";"27/03/2025";"Cine - Ficción";"Acción –Thriller";"[""Thriller"", ""Acción""]";"Acción –Thriller";"ficha_genero";"España (100.0%)";"[""Manuel Ríos San Martín""]";"[""Manuel Ríos San Martín"", ""Victoria Dal Vera""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""DUMPA ENTERTAINMENT, A.I.E. (01J10419)"", ""porcentaje_empresa"": 99.9}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LA CHARITO FILMS, S.L. (01J6977)"", ""porcentaje_empresa"": 0.1}]";"176924"
"Reversion";"AF Pictures";"07/11/2025";301605.0;46700;2025;"";"Reversion";"";234924.0;"REVERSIÓN";"AF PICTURES PRODUCTIONS, S.L. (02J1740)";"FILM FACTORY ENTERTAINMENT, S.L. (07J154)";"29/10/2025";"Cine - Ficción";"Thriller psicológico";"[""Thriller psicológico""]";"Thriller psicológico";"ficha_genero";"España (75.0%); República Dominicana (25.0%)";"[""Jacob Santana""]";"[""Frank Ariza""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 75.0, ""empresa"": ""FORGOTTEN 1 ENTERTAINMENT, S.L. (01J10519)"", ""porcentaje_empresa"": 100.0}, {""pais"": ""REPÚBLICA DOMINICANA"", ""porcentaje_pais"": 25.0, ""empresa"": ""ARDE PRODUCCIONES SRL"", ""porcentaje_empresa"": null}]";"234924"
"Heidi. El rescate del lince";"SelectaVisión";"22/08/2025";284104.0;46612;2025;"";"Heidi. El rescate del lince";"";51424.0;"HEIDI. EL RESCATE DEL LINCE";"SELECTAVISION, S.L.U. (02J597)";"";"21/08/2025";"Cine - Animación";"Animación";"[""Animación"", ""3D"", ""Aventuras""]";"Animación";"ficha_genero";"España (20.37%); Alemania (69.22%); Bélgica (10.41%)";"[""Toby Schwarz"", ""Aizea Roca""]";"[""Rob Sprackling""]";"";0.0;"[{""pais"": ""ALEMANIA"", ""porcentaje_pais"": 69.22, ""empresa"": ""STUDIO 100 MEDIA GMBH"", ""porcentaje_empresa"": null}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 20.37, ""empresa"": ""HEIDI PRODUCTION FILM, A.I.E. (01J10758)"", ""porcentaje_empresa"": 99.9}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 20.37, ""empresa"": ""3 DOUBLES PRODUCCIONES, S.L. (01J6714)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""BÉLGICA"", ""porcentaje_pais"": 10.41, ""empresa"": ""HOTEL HUNGARIA ANIMATIE BV"", ""porcentaje_empresa"": null}]";"51424"
"Guitarra flamenca de Yerai Cortes, La";"A Contracorriente";"20/12/2024";277128.0;41228;2025;"";"Guitarra flamenca de Yerai Cortes";"La";183424.0;"LA GUITARRA FLAMENCA DE YERAI CORTÉS";"A CONTRACORRIENTE FILMS, S.L. (02J861)";"LATIDO CONSORCIO EXPORTACIÓN DE CINE ESPAÑOL, S.L. (07J152)";"19/12/2024";"Cine - Documental";"Documental musical";"[""Documental"", ""Música"", ""Flamenco"", ""Drama"", ""Misterio""]";"Documental musical";"ficha_genero";"España (100.0%)";"[""Antón Álvarez""]";"[""Antón Álvarez""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ANTÓN ÁLVAREZ ALFARO (01F59524)"", ""porcentaje_empresa"": 85.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""VISIT LITTLE SPAIN, S.L. (01J8890)"", ""porcentaje_empresa"": 15.0}]";"183424"
"Gaua";"Filmax";"14/11/2025";240044.0;39376;2025;"";"Gaua";"";120523.0;"GAUA";"FILMAX, S.A. (02J18)";"FILMAX (INTERNATIONAL SALES) (98J1061)";"13/11/2025";"Cine - Ficción";"TERROR FANTASTICO";"[""Terror"", ""Fantasía"", ""Aventuras"", ""País Vasco"", ""Historia""]";"TERROR FANTASTICO";"ficha_genero";"España (80.0%); Estados Unidos (20.0%)";"[""Paul Urkijo Alijo""]";"[""Paul Urkijo Alijo""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1000000.0}]";1000000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""GAUA, A.I.E. (01J9862)"", ""porcentaje_empresa"": 99.9}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""IRUSOIN, S.A. (01J985)"", ""porcentaje_empresa"": 0.045}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""IKUSGARRI FILMS, S.L. (01J6558)"", ""porcentaje_empresa"": 0.045}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""VILAUT FILMS, S.L. (01J7056)"", ""porcentaje_empresa"": 0.01}, {""pais"": ""ESTADOS UNIDOS"", ""porcentaje_pais"": 20.0, ""empresa"": ""34T LLC"", ""porcentaje_empresa"": null}]";"120523"
"Un lio de millones";"Sony";"20/12/2024";295681.0;45405;2025;"";"Un lio de millones";"";193723.0;"UN LÍO DE MILLONES";"SONY PICTURES ENTERTAINMENT IBERIA, S.L.U. (02J1289)";"";"20/12/2024";"Cine - Ficción";"Comedia";"[""Comedia"", ""Relaciones familiares"", ""Navidad"", ""Remake""]";"Comedia";"ficha_genero";"España (100.0%)";"[""Susan Béjar""]";"[""Ángela Armero"", ""Susan Béjar""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1200000.0}]";1200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MIS HIJOS VALEN ORO, A.I.E. (01J9889)"", ""porcentaje_empresa"": 99.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""TORNASOL, S.L. (01J6818)"", ""porcentaje_empresa"": 0.5}]";"193723"
"Parenostre";"Filmax";"16/04/2025";232860.0;33088;2025;"";"Parenostre";"";106321.0;"PARENOSTRE";"CASTELAO PICTURES, S.L. (02J943)";"FILMAX (INTERNATIONAL SALES) (98J1061)";"11/04/2025";"Cine - Ficción";"Biográfica";"[""Drama"", ""Biografía"", ""Cataluña"", ""Política""]";"Biográfica";"ficha_genero";"España (100.0%)";"[""Manuel Huerga""]";"[""Toni Soler""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 958916.0}]";958916.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LAST MINUTE, A.I.E. (01J9796)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LASTOR MEDIA, S.L. (01J3992)"", ""porcentaje_empresa"": 0.33}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""VILAUT FILMS, S.L. (01J7056)"", ""porcentaje_empresa"": 0.33}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MINORIA ABSOLUTA S.L. (98J1590)"", ""porcentaje_empresa"": 0.33}]";"106321"
"Bajo un volcan";"Beta Fiction";"20/06/2025";217875.0;32544;2025;"";"Bajo un volcan";"";127724.0;"BAJO UN VOLCÁN";"BETA FICTION SPAIN, S.L. (02J1485)";"";"10/06/2025";"Cine - Ficción";"Acción";"[""Drama"", ""Romance"", ""Acción""]";"Acción";"ficha_genero";"España (100.0%)";"[""Martín Cuervo""]";"[""Martín Cuervo"", ""Irene Niubó""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LA ISLA DEL HILO ROJO, S.L. (01J10208)"", ""porcentaje_empresa"": 100.0}]";"127724"
"Solo Javier";"Bosco Films";"12/09/2025";212923.0;26577;2025;"";"Solo Javier";"";252024.0;"SOLO JAVIER";"BOSCO FILMS, S.L. (02J1285)";"";"08/09/2025";"Cine - Documental";"Documental";"[""Documental"", ""Religión"", ""Catolicismo"", ""Drama"", ""Familia""]";"Documental";"ficha_genero";"España (100.0%)";"[""Josepmaria Anglès""]";"[""Josepmaria Anglès""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ALBERT ESCUDER OLONDRIZ (01F3668)"", ""porcentaje_empresa"": 100.0}]";"252024"
"La Que Se Avecina - Evento Especial";"Contubernio";"11/11/2025";210402.0;40582;2025;"";"La Que Se Avecina - Evento Especial";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"La Que Se Avecina - Evento Especial||11/11/2025"
"Abuela tremenda";"Walt Disney";"01/01/2026";9153.0;1283;2025;"";"Abuela tremenda";"";197724.0;"ABUELA TREMENDA";"THE WALT DISNEY COMPANY IBERIA, S.L. (02J609)";"FILM FACTORY ENTERTAINMENT, S.L. (07J154)";"01/01/2026";"Cine - Ficción";"Comedia - Familiar";"[""Comedia"", ""Familiar"", ""Ópera prima""]";"Comedia - Familiar";"ficha_genero";"España (100.0%)";"[""Ana Vázquez""]";"[""Roberto Jiménez""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 1000000.0}]";1000000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ABUELA TREMENDA, A.I.E. (01J10745)"", ""porcentaje_empresa"": 59.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ATRESMEDIA CINE, S.L. (01J2040)"", ""porcentaje_empresa"": 40.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""KOWALSKI FILMS, S.L. (01J3812)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""FEELGOOD MEDIA, S.L. (01J6313)"", ""porcentaje_empresa"": 0.5}]";"197724"
