"pelicula_id_temp";"distribuidora_id";"fuente"
76;250;"ficha_icaa"
77;104;"ficha_icaa"
78;104;"ficha_icaa"
79;83;"ficha_icaa"
80;83;"ficha_icaa"
81;62;"ficha_icaa"
82;350;"ficha_icaa"
83;226;"ficha_icaa"
84;412;"ficha_icaa"
85;144;"ficha_icaa"
86;373;"sin_dato"
87;429;"ficha_icaa"
88;4;"ficha_icaa"
89;72;"ficha_icaa"
90;370;"ficha_icaa"
91;83;"ficha_icaa"
92;106;"ficha_icaa"
93;370;"ficha_icaa"
94;442;"ficha_icaa"
94;142;"ficha_icaa"
95;356;"pdf_heuristica"
96;83;"ficha_icaa"
97;457;"ficha_icaa"
98;8;"ficha_icaa"
99;204;"ficha_icaa"
100;5;"pdf_heuristica"
101;250;"ficha_icaa"
102;410;"ficha_icaa"
103;373;"sin_dato"
104;47;"ficha_icaa"
105;104;"ficha_icaa"
106;342;"ficha_icaa"
107;373;"sin_dato"
108;444;"ficha_icaa"
109;442;"ficha_icaa"
110;426;"ficha_icaa"
111;135;"ficha_icaa"
112;64;"ficha_icaa"
113;373;"sin_dato"
114;309;"pdf_heuristica"
115;62;"ficha_icaa"
116;308;"ficha_icaa"
117;8;"ficha_icaa"
118;8;"ficha_icaa"
119;255;"ficha_icaa"
120;423;"ficha_icaa"
121;334;"ficha_icaa"
122;329;"ficha_icaa"
123;326;"ficha_icaa"
124;422;"ficha_icaa"
125;228;"ficha_icaa"
126;282;"ficha_icaa"
127;373;"sin_dato"
128;370;"ficha_icaa"
129;373;"sin_dato"
130;267;"ficha_icaa"
131;83;"ficha_icaa"
132;146;"ficha_icaa"
133;83;"ficha_icaa"
133;82;"ficha_icaa"
134;442;"ficha_icaa"
135;405;"ficha_icaa"
136;69;"ficha_icaa"
137;33;"ficha_icaa"
138;370;"ficha_icaa"
139;190;"ficha_icaa"
140;59;"ficha_icaa"
141;144;"ficha_icaa"
141;248;"ficha_icaa"
142;59;"ficha_icaa"
143;373;"sin_dato"
144;425;"ficha_icaa"
145;373;"sin_dato"
146;4;"ficha_icaa"
147;436;"ficha_icaa"
148;89;"ficha_icaa"
149;314;"ficha_icaa"
150;83;"ficha_icaa"
151;228;"ficha_icaa"
152;283;"pdf_heuristica"
153;199;"ficha_icaa"
154;370;"ficha_icaa"
155;383;"ficha_icaa"
156;127;"ficha_icaa"
157;235;"ficha_icaa"
158;72;"ficha_icaa"
159;410;"ficha_icaa"
160;62;"ficha_icaa"
161;26;"ficha_icaa"
161;405;"ficha_icaa"
162;373;"sin_dato"
163;427;"ficha_icaa"
164;442;"ficha_icaa"
165;104;"ficha_icaa"
166;83;"ficha_icaa"
167;128;"ficha_icaa"
168;31;"ficha_icaa"
169;312;"ficha_icaa"
170;8;"ficha_icaa"
171;334;"ficha_icaa"
172;342;"ficha_icaa"
173;72;"ficha_icaa"
174;167;"ficha_icaa"
175;390;"ficha_icaa"
176;144;"ficha_icaa"
177;283;"ficha_icaa"
178;108;"ficha_icaa"
179;82;"ficha_icaa"
180;8;"ficha_icaa"
181;373;"sin_dato"
182;72;"ficha_icaa"
183;83;"ficha_icaa"
184;416;"ficha_icaa"
185;407;"ficha_icaa"
186;104;"ficha_icaa"
187;83;"ficha_icaa"
188;8;"ficha_icaa"
189;373;"sin_dato"
190;322;"ficha_icaa"
191;373;"sin_dato"
192;32;"ficha_icaa"
193;325;"ficha_icaa"
194;444;"ficha_icaa"
194;106;"ficha_icaa"
195;62;"ficha_icaa"
196;297;"ficha_icaa"
197;56;"ficha_icaa"
198;228;"ficha_icaa"
199;228;"ficha_icaa"
200;334;"ficha_icaa"
201;4;"ficha_icaa"
202;56;"ficha_icaa"
203;373;"sin_dato"
204;31;"ficha_icaa"
205;392;"ficha_icaa"
206;172;"ficha_icaa"
207;220;"ficha_icaa"
208;62;"ficha_icaa"
209;144;"ficha_icaa"
210;29;"ficha_icaa"
211;139;"ficha_icaa"
212;189;"ficha_icaa"
213;83;"ficha_icaa"
214;4;"ficha_icaa"
215;83;"ficha_icaa"
216;322;"ficha_icaa"
217;408;"ficha_icaa"
218;373;"sin_dato"
219;83;"ficha_icaa"
220;106;"ficha_icaa"
221;65;"ficha_icaa"
222;438;"ficha_icaa"
223;444;"ficha_icaa"
223;146;"ficha_icaa"
224;282;"ficha_icaa"
225;62;"ficha_icaa"
226;258;"ficha_icaa"
227;83;"ficha_icaa"
227;405;"ficha_icaa"
228;8;"ficha_icaa"
229;390;"ficha_icaa"
230;422;"ficha_icaa"
231;441;"ficha_icaa"
232;376;"ficha_icaa"
233;429;"ficha_icaa"
234;177;"ficha_icaa"
234;268;"ficha_icaa"
235;381;"ficha_icaa"
236;343;"ficha_icaa"
237;442;"ficha_icaa"
238;83;"ficha_icaa"
239;72;"ficha_icaa"
240;188;"ficha_icaa"
241;38;"ficha_icaa"
242;405;"ficha_icaa"
243;340;"ficha_icaa"
244;26;"ficha_icaa"
245;174;"ficha_icaa"
246;127;"ficha_icaa"
247;427;"ficha_icaa"
248;441;"ficha_icaa"
249;283;"ficha_icaa"
250;394;"ficha_icaa"
251;340;"ficha_icaa"
252;334;"ficha_icaa"
253;362;"ficha_icaa"
253;106;"ficha_icaa"
254;253;"ficha_icaa"
255;445;"ficha_icaa"
256;458;"ficha_icaa"
257;441;"ficha_icaa"
258;373;"sin_dato"
259;83;"ficha_icaa"
260;441;"ficha_icaa"
261;429;"ficha_icaa"
262;442;"ficha_icaa"
263;8;"ficha_icaa"
264;271;"ficha_icaa"
265;8;"ficha_icaa"
266;378;"ficha_icaa"
267;442;"ficha_icaa"
268;83;"ficha_icaa"
269;72;"ficha_icaa"
270;232;"ficha_icaa"
270;244;"ficha_icaa"
271;381;"ficha_icaa"
272;329;"ficha_icaa"
273;26;"ficha_icaa"
274;410;"ficha_icaa"
275;83;"ficha_icaa"
276;104;"ficha_icaa"
276;371;"ficha_icaa"
277;373;"sin_dato"
278;395;"ficha_icaa"
279;59;"ficha_icaa"
280;174;"ficha_icaa"
281;83;"ficha_icaa"
282;442;"ficha_icaa"
283;396;"ficha_icaa"
284;83;"ficha_icaa"
285;72;"ficha_icaa"
286;255;"ficha_icaa"
287;373;"sin_dato"
288;188;"ficha_icaa"
289;8;"ficha_icaa"
290;405;"ficha_icaa"
291;373;"sin_dato"
292;163;"ficha_icaa"
293;44;"ficha_icaa"
294;8;"ficha_icaa"
295;83;"ficha_icaa"
296;255;"ficha_icaa"
297;392;"ficha_icaa"
298;144;"ficha_icaa"
299;373;"sin_dato"
300;299;"ficha_icaa"
301;8;"ficha_icaa"
302;62;"ficha_icaa"
303;14;"ficha_icaa"
304;72;"ficha_icaa"
305;83;"ficha_icaa"
306;392;"ficha_icaa"
307;83;"ficha_icaa"
308;255;"ficha_icaa"
309;96;"ficha_icaa"
310;62;"ficha_icaa"
311;8;"ficha_icaa"
312;427;"ficha_icaa"
313;8;"ficha_icaa"
314;4;"ficha_icaa"
315;4;"ficha_icaa"
315;423;"ficha_icaa"
316;406;"ficha_icaa"
316;64;"ficha_icaa"
317;106;"ficha_icaa"
317;107;"ficha_icaa"
318;83;"ficha_icaa"
319;76;"ficha_icaa"
320;8;"ficha_icaa"
321;317;"ficha_icaa"
321;72;"ficha_icaa"
322;122;"ficha_icaa"
323;189;"ficha_icaa"
324;31;"ficha_icaa"
325;329;"ficha_icaa"
326;441;"ficha_icaa"
327;4;"ficha_icaa"
328;422;"ficha_icaa"
329;60;"ficha_icaa"
330;373;"sin_dato"
331;370;"ficha_icaa"
332;442;"ficha_icaa"
333;135;"ficha_icaa"
334;83;"ficha_icaa"
335;282;"ficha_icaa"
336;442;"ficha_icaa"
337;31;"ficha_icaa"
338;414;"ficha_icaa"
339;422;"ficha_icaa"
340;381;"ficha_icaa"
341;261;"ficha_icaa"
342;8;"ficha_icaa"
343;214;"ficha_icaa"
344;425;"ficha_icaa"
345;62;"ficha_icaa"
346;8;"ficha_icaa"
347;83;"ficha_icaa"
348;422;"ficha_icaa"
349;62;"ficha_icaa"
350;83;"ficha_icaa"
351;65;"ficha_icaa"
352;87;"ficha_icaa"
353;419;"ficha_icaa"
354;441;"ficha_icaa"
355;287;"ficha_icaa"
356;193;"ficha_icaa"
357;410;"ficha_icaa"
358;442;"ficha_icaa"
359;72;"ficha_icaa"
360;268;"ficha_icaa"
361;4;"ficha_icaa"
362;249;"ficha_icaa"
363;373;"sin_dato"
364;286;"ficha_icaa"
365;83;"ficha_icaa"
366;192;"ficha_icaa"
367;83;"ficha_icaa"
368;423;"ficha_icaa"
369;370;"ficha_icaa"
370;442;"ficha_icaa"
371;4;"ficha_icaa"
372;373;"sin_dato"
373;211;"ficha_icaa"
374;163;"ficha_icaa"
375;405;"ficha_icaa"
376;383;"ficha_icaa"
376;56;"ficha_icaa"
376;381;"ficha_icaa"
377;373;"sin_dato"
378;83;"ficha_icaa"
379;163;"ficha_icaa"
380;445;"ficha_icaa"
381;284;"ficha_icaa"
382;261;"ficha_icaa"
382;274;"ficha_icaa"
383;282;"ficha_icaa"
384;64;"ficha_icaa"
385;373;"sin_dato"
386;373;"sin_dato"
387;55;"ficha_icaa"
388;104;"ficha_icaa"
389;59;"ficha_icaa"
390;83;"ficha_icaa"
391;422;"ficha_icaa"
392;422;"ficha_icaa"
392;434;"ficha_icaa"
393;373;"sin_dato"
394;161;"ficha_icaa"
395;148;"ficha_icaa"
396;373;"sin_dato"
397;312;"ficha_icaa"
398;373;"sin_dato"
399;373;"sin_dato"
400;62;"ficha_icaa"
401;342;"ficha_icaa"
402;122;"ficha_icaa"
403;319;"ficha_icaa"
404;116;"ficha_icaa"
405;422;"ficha_icaa"
406;9;"ficha_icaa"
407;349;"ficha_icaa"
408;12;"ficha_icaa"
409;4;"ficha_icaa"
410;24;"ficha_icaa"
411;329;"ficha_icaa"
412;381;"ficha_icaa"
413;283;"ficha_icaa"
414;255;"ficha_icaa"
415;442;"ficha_icaa"
416;83;"ficha_icaa"
417;373;"sin_dato"
418;422;"ficha_icaa"
418;285;"ficha_icaa"
419;422;"ficha_icaa"
420;72;"ficha_icaa"
421;350;"ficha_icaa"
422;83;"ficha_icaa"
423;346;"ficha_icaa"
424;373;"sin_dato"
425;130;"ficha_icaa"
426;83;"ficha_icaa"
427;83;"ficha_icaa"
428;350;"ficha_icaa"
429;373;"sin_dato"
430;370;"ficha_icaa"
430;276;"ficha_icaa"
431;405;"ficha_icaa"
432;4;"ficha_icaa"
433;174;"ficha_icaa"
434;8;"ficha_icaa"
435;150;"ficha_icaa"
436;19;"ficha_icaa"
437;62;"ficha_icaa"
438;23;"ficha_icaa"
439;8;"ficha_icaa"
440;104;"ficha_icaa"
441;78;"ficha_icaa"
442;373;"sin_dato"
443;83;"ficha_icaa"
444;83;"ficha_icaa"
445;170;"pdf_heuristica"
446;65;"ficha_icaa"
447;50;"ficha_icaa"
448;83;"ficha_icaa"
449;62;"ficha_icaa"
450;135;"ficha_icaa"
451;367;"ficha_icaa"
451;445;"ficha_icaa"
452;305;"ficha_icaa"
453;322;"ficha_icaa"
454;135;"ficha_icaa"
455;8;"ficha_icaa"
456;287;"ficha_icaa"
457;384;"ficha_icaa"
458;405;"ficha_icaa"
459;373;"sin_dato"
460;4;"ficha_icaa"
461;322;"ficha_icaa"
462;397;"pdf_heuristica"
463;228;"ficha_icaa"
464;322;"ficha_icaa"
465;442;"ficha_icaa"
466;405;"ficha_icaa"
467;451;"ficha_icaa"
468;83;"ficha_icaa"
469;73;"ficha_icaa"
470;421;"ficha_icaa"
471;405;"ficha_icaa"
472;422;"ficha_icaa"
473;442;"ficha_icaa"
474;185;"ficha_icaa"
475;72;"ficha_icaa"
476;8;"ficha_icaa"
477;36;"ficha_icaa"
478;83;"ficha_icaa"
479;381;"ficha_icaa"
480;381;"ficha_icaa"
481;378;"ficha_icaa"
482;83;"ficha_icaa"
483;206;"ficha_icaa"
484;143;"ficha_icaa"
485;48;"ficha_icaa"
486;83;"ficha_icaa"
487;299;"ficha_icaa"
488;180;"ficha_icaa"
489;83;"ficha_icaa"
490;381;"ficha_icaa"
491;65;"ficha_icaa"
492;426;"ficha_icaa"
493;55;"ficha_icaa"
494;422;"ficha_icaa"
495;441;"ficha_icaa"
496;437;"ficha_icaa"
497;8;"ficha_icaa"
498;442;"ficha_icaa"
499;224;"ficha_icaa"
500;4;"ficha_icaa"
501;55;"ficha_icaa"
502;422;"ficha_icaa"
503;122;"ficha_icaa"
504;8;"ficha_icaa"
505;381;"ficha_icaa"
506;78;"ficha_icaa"
507;381;"ficha_icaa"
508;410;"ficha_icaa"
509;381;"ficha_icaa"
510;422;"ficha_icaa"
511;72;"ficha_icaa"
512;442;"ficha_icaa"
513;189;"ficha_icaa"
514;8;"ficha_icaa"
515;381;"ficha_icaa"
516;381;"ficha_icaa"
517;144;"ficha_icaa"
518;122;"ficha_icaa"
519;442;"ficha_icaa"
520;93;"ficha_icaa"
521;429;"ficha_icaa"
522;381;"ficha_icaa"
523;422;"ficha_icaa"
524;442;"ficha_icaa"
524;232;"ficha_icaa"
525;83;"ficha_icaa"
526;373;"sin_dato"
527;213;"ficha_icaa"
528;8;"ficha_icaa"
529;381;"ficha_icaa"
530;188;"ficha_icaa"
531;442;"ficha_icaa"
532;432;"ficha_icaa"
533;124;"ficha_icaa"
534;8;"ficha_icaa"
535;261;"ficha_icaa"
536;373;"sin_dato"
537;373;"sin_dato"
538;373;"sin_dato"
539;135;"ficha_icaa"
540;194;"ficha_icaa"
541;280;"ficha_icaa"
542;370;"ficha_icaa"
543;78;"ficha_icaa"
544;373;"sin_dato"
545;373;"sin_dato"
546;26;"ficha_icaa"
547;289;"ficha_icaa"
548;62;"ficha_icaa"
549;292;"ficha_icaa"
550;8;"ficha_icaa"
551;72;"ficha_icaa"
552;151;"ficha_icaa"
553;310;"ficha_icaa"
554;106;"ficha_icaa"
555;373;"sin_dato"
556;278;"ficha_icaa"
557;323;"ficha_icaa"
558;287;"ficha_icaa"
559;373;"sin_dato"
560;350;"ficha_icaa"
561;422;"ficha_icaa"
562;221;"ficha_icaa"
563;122;"ficha_icaa"
564;104;"ficha_icaa"
565;62;"ficha_icaa"
566;167;"pdf_heuristica"
567;179;"ficha_icaa"
568;427;"ficha_icaa"
569;83;"ficha_icaa"
570;149;"ficha_icaa"
571;73;"ficha_icaa"
571;405;"ficha_icaa"
572;373;"sin_dato"
573;405;"ficha_icaa"
574;161;"ficha_icaa"
575;405;"ficha_icaa"
576;373;"sin_dato"
577;4;"ficha_icaa"
578;8;"ficha_icaa"
579;122;"ficha_icaa"
580;4;"ficha_icaa"
581;430;"ficha_icaa"
582;261;"ficha_icaa"
583;373;"sin_dato"
584;243;"ficha_icaa"
584;442;"ficha_icaa"
584;146;"ficha_icaa"
584;142;"ficha_icaa"
585;405;"ficha_icaa"
586;418;"ficha_icaa"
587;106;"ficha_icaa"
588;340;"ficha_icaa"
589;410;"ficha_icaa"
590;105;"ficha_icaa"
591;187;"ficha_icaa"
592;238;"ficha_icaa"
593;442;"ficha_icaa"
594;373;"sin_dato"
595;373;"sin_dato"
596;427;"ficha_icaa"
597;406;"ficha_icaa"
598;381;"ficha_icaa"
599;161;"ficha_icaa"
600;440;"ficha_icaa"
601;259;"ficha_icaa"
602;261;"ficha_icaa"
603;228;"ficha_icaa"
604;291;"ficha_icaa"
605;72;"ficha_icaa"
606;459;"ficha_icaa"
607;361;"ficha_icaa"
608;83;"ficha_icaa"
609;60;"ficha_icaa"
610;8;"ficha_icaa"
610;69;"ficha_icaa"
611;373;"sin_dato"
612;392;"ficha_icaa"
613;31;"ficha_icaa"
614;329;"ficha_icaa"
615;383;"ficha_icaa"
616;26;"ficha_icaa"
617;117;"ficha_icaa"
618;373;"sin_dato"
619;362;"ficha_icaa"
620;452;"ficha_icaa"
621;362;"ficha_icaa"
622;410;"ficha_icaa"
623;100;"ficha_icaa"
624;410;"ficha_icaa"
625;373;"sin_dato"
626;8;"ficha_icaa"
627;78;"ficha_icaa"
628;454;"ficha_icaa"
629;373;"sin_dato"
630;373;"sin_dato"
631;441;"ficha_icaa"
632;373;"sin_dato"
633;354;"ficha_icaa"
634;59;"ficha_icaa"
635;167;"ficha_icaa"
636;422;"ficha_icaa"
637;373;"sin_dato"
638;275;"ficha_icaa"
638;126;"ficha_icaa"
639;108;"ficha_icaa"
640;26;"ficha_icaa"
641;408;"ficha_icaa"
642;373;"sin_dato"
643;92;"pdf_heuristica"
644;177;"ficha_icaa"
645;255;"ficha_icaa"
646;83;"ficha_icaa"
647;373;"sin_dato"
648;83;"ficha_icaa"
649;373;"sin_dato"
650;283;"ficha_icaa"
651;163;"ficha_icaa"
652;83;"ficha_icaa"
653;253;"ficha_icaa"
654;83;"ficha_icaa"
655;83;"ficha_icaa"
656;370;"ficha_icaa"
657;448;"ficha_icaa"
658;381;"ficha_icaa"
659;442;"ficha_icaa"
660;422;"ficha_icaa"
661;386;"ficha_icaa"
662;430;"ficha_icaa"
663;4;"ficha_icaa"
664;17;"ficha_icaa"
665;322;"ficha_icaa"
666;430;"ficha_icaa"
667;421;"ficha_icaa"
668;270;"ficha_icaa"
669;83;"ficha_icaa"
670;8;"ficha_icaa"
671;373;"sin_dato"
672;373;"sin_dato"
673;381;"ficha_icaa"
674;429;"ficha_icaa"
675;135;"ficha_icaa"
676;228;"ficha_icaa"
677;373;"sin_dato"
678;59;"ficha_icaa"
678;31;"ficha_icaa"
679;366;"pdf_heuristica"
680;373;"sin_dato"
681;310;"pdf_heuristica"
682;276;"ficha_icaa"
683;447;"ficha_icaa"
684;441;"ficha_icaa"
685;373;"sin_dato"
686;377;"ficha_icaa"
686;106;"ficha_icaa"
687;410;"ficha_icaa"
688;104;"ficha_icaa"
689;373;"sin_dato"
690;4;"ficha_icaa"
691;373;"sin_dato"
692;373;"sin_dato"
693;381;"ficha_icaa"
694;8;"ficha_icaa"
695;334;"ficha_icaa"
696;185;"ficha_icaa"
697;399;"ficha_icaa"
698;370;"ficha_icaa"
699;261;"ficha_icaa"
700;427;"ficha_icaa"
701;8;"ficha_icaa"
702;106;"ficha_icaa"
703;8;"ficha_icaa"
704;56;"ficha_icaa"
704;381;"ficha_icaa"
705;306;"ficha_icaa"
706;31;"ficha_icaa"
707;26;"ficha_icaa"
708;373;"sin_dato"
709;8;"ficha_icaa"
710;83;"ficha_icaa"
711;86;"ficha_icaa"
712;347;"pdf_heuristica"
713;133;"ficha_icaa"
714;106;"ficha_icaa"
715;373;"sin_dato"
716;373;"sin_dato"
717;373;"sin_dato"
718;101;"ficha_icaa"
719;104;"ficha_icaa"
720;373;"sin_dato"
721;135;"ficha_icaa"
722;195;"ficha_icaa"
723;62;"ficha_icaa"
724;363;"ficha_icaa"
725;281;"ficha_icaa"
726;82;"ficha_icaa"
727;373;"sin_dato"
728;215;"ficha_icaa"
728;126;"ficha_icaa"
728;434;"ficha_icaa"
729;182;"ficha_icaa"
730;373;"sin_dato"
731;295;"ficha_icaa"
732;209;"ficha_icaa"
733;265;"ficha_icaa"
734;323;"ficha_icaa"
735;381;"ficha_icaa"
736;283;"ficha_icaa"
737;373;"sin_dato"
738;373;"sin_dato"
739;56;"ficha_icaa"
740;56;"ficha_icaa"
741;193;"ficha_icaa"
742;261;"ficha_icaa"
743;373;"sin_dato"
744;302;"ficha_icaa"
745;48;"ficha_icaa"
746;341;"ficha_icaa"
747;408;"ficha_icaa"
748;403;"ficha_icaa"
749;163;"ficha_icaa"
750;281;"ficha_icaa"
751;78;"ficha_icaa"
752;8;"ficha_icaa"
753;84;"ficha_icaa"
753;434;"ficha_icaa"
753;56;"ficha_icaa"
754;228;"ficha_icaa"
755;4;"ficha_icaa"
756;65;"ficha_icaa"
757;183;"ficha_icaa"
758;301;"ficha_icaa"
759;327;"ficha_icaa"
760;373;"sin_dato"
761;62;"ficha_icaa"
762;135;"ficha_icaa"
763;373;"sin_dato"
764;329;"ficha_icaa"
765;422;"ficha_icaa"
766;72;"ficha_icaa"
767;390;"ficha_icaa"
768;282;"ficha_icaa"
769;46;"ficha_icaa"
770;381;"ficha_icaa"
771;122;"ficha_icaa"
772;373;"sin_dato"
773;83;"ficha_icaa"
774;175;"ficha_icaa"
775;62;"ficha_icaa"
776;405;"ficha_icaa"
777;253;"ficha_icaa"
778;442;"ficha_icaa"
779;8;"ficha_icaa"
780;8;"ficha_icaa"
781;62;"ficha_icaa"
782;442;"ficha_icaa"
783;426;"ficha_icaa"
784;381;"ficha_icaa"
785;161;"ficha_icaa"
786;8;"ficha_icaa"
787;373;"sin_dato"
788;163;"ficha_icaa"
789;294;"ficha_icaa"
790;65;"ficha_icaa"
791;65;"ficha_icaa"
792;360;"ficha_icaa"
793;373;"sin_dato"
794;65;"ficha_icaa"
795;410;"ficha_icaa"
796;234;"ficha_icaa"
797;365;"ficha_icaa"
798;71;"ficha_icaa"
799;4;"ficha_icaa"
800;58;"pdf_heuristica"
801;82;"ficha_icaa"
802;15;"ficha_icaa"
803;414;"ficha_icaa"
804;427;"ficha_icaa"
805;307;"ficha_icaa"
806;72;"ficha_icaa"
807;328;"pdf_heuristica"
808;83;"ficha_icaa"
809;108;"ficha_icaa"
810;62;"ficha_icaa"
811;282;"ficha_icaa"
812;135;"ficha_icaa"
813;8;"ficha_icaa"
814;122;"ficha_icaa"
814;106;"ficha_icaa"
815;303;"ficha_icaa"
816;223;"ficha_icaa"
817;405;"ficha_icaa"
818;8;"ficha_icaa"
819;360;"ficha_icaa"
820;340;"ficha_icaa"
820;22;"ficha_icaa"
821;104;"ficha_icaa"
822;381;"ficha_icaa"
823;373;"sin_dato"
824;4;"ficha_icaa"
825;160;"ficha_icaa"
826;373;"sin_dato"
827;27;"ficha_icaa"
828;250;"ficha_icaa"
829;373;"sin_dato"
830;134;"ficha_icaa"
831;373;"sin_dato"
832;373;"sin_dato"
833;91;"ficha_icaa"
834;373;"sin_dato"
835;103;"ficha_icaa"
836;442;"ficha_icaa"
837;8;"ficha_icaa"
838;157;"ficha_icaa"
838;434;"ficha_icaa"
839;62;"ficha_icaa"
840;227;"ficha_icaa"
841;262;"ficha_icaa"
842;135;"ficha_icaa"
843;370;"ficha_icaa"
844;406;"ficha_icaa"
845;208;"ficha_icaa"
845;99;"ficha_icaa"
846;272;"ficha_icaa"
847;120;"ficha_icaa"
848;373;"sin_dato"
849;62;"ficha_icaa"
850;441;"ficha_icaa"
851;103;"ficha_icaa"
852;203;"ficha_icaa"
853;72;"ficha_icaa"
854;69;"ficha_icaa"
855;353;"ficha_icaa"
856;8;"ficha_icaa"
857;261;"ficha_icaa"
858;54;"ficha_icaa"
859;238;"ficha_icaa"
860;60;"ficha_icaa"
861;373;"sin_dato"
862;442;"ficha_icaa"
863;182;"ficha_icaa"
864;261;"ficha_icaa"
865;4;"ficha_icaa"
866;132;"ficha_icaa"
867;8;"ficha_icaa"
868;4;"ficha_icaa"
869;88;"ficha_icaa"
870;373;"sin_dato"
871;228;"ficha_icaa"
872;373;"sin_dato"
873;88;"ficha_icaa"
874;373;"sin_dato"
875;272;"ficha_icaa"
876;62;"ficha_icaa"
877;329;"ficha_icaa"
878;373;"sin_dato"
879;91;"ficha_icaa"
880;370;"ficha_icaa"
881;373;"sin_dato"
882;376;"ficha_icaa"
883;106;"ficha_icaa"
884;62;"ficha_icaa"
885;70;"ficha_icaa"
886;373;"sin_dato"
887;422;"ficha_icaa"
888;4;"ficha_icaa"
889;119;"ficha_icaa"
890;161;"ficha_icaa"
891;8;"ficha_icaa"
892;373;"sin_dato"
893;405;"ficha_icaa"
894;162;"ficha_icaa"
895;173;"ficha_icaa"
896;65;"ficha_icaa"
897;72;"ficha_icaa"
898;332;"ficha_icaa"
899;79;"ficha_icaa"
900;321;"pdf_heuristica"
901;43;"ficha_icaa"
901;385;"ficha_icaa"
902;106;"ficha_icaa"
903;369;"ficha_icaa"
904;239;"ficha_icaa"
905;373;"sin_dato"
906;55;"ficha_icaa"
907;443;"ficha_icaa"
907;146;"ficha_icaa"
908;199;"ficha_icaa"
908;56;"ficha_icaa"
909;72;"ficha_icaa"
910;392;"ficha_icaa"
911;263;"ficha_icaa"
911;375;"ficha_icaa"
912;389;"ficha_icaa"
913;167;"ficha_icaa"
914;373;"sin_dato"
915;83;"ficha_icaa"
916;61;"ficha_icaa"
916;177;"ficha_icaa"
917;370;"ficha_icaa"
918;373;"sin_dato"
919;373;"sin_dato"
920;273;"ficha_icaa"
921;392;"ficha_icaa"
922;8;"ficha_icaa"
923;373;"sin_dato"
924;8;"ficha_icaa"
925;340;"ficha_icaa"
926;8;"ficha_icaa"
927;373;"sin_dato"
928;318;"ficha_icaa"
929;392;"ficha_icaa"
930;115;"ficha_icaa"
931;168;"ficha_icaa"
932;429;"ficha_icaa"
933;337;"ficha_icaa"
934;373;"sin_dato"
935;161;"ficha_icaa"
936;104;"ficha_icaa"
937;345;"ficha_icaa"
938;135;"ficha_icaa"
939;261;"ficha_icaa"
940;123;"ficha_icaa"
941;182;"ficha_icaa"
942;373;"sin_dato"
943;106;"ficha_icaa"
944;188;"ficha_icaa"
945;373;"sin_dato"
946;26;"ficha_icaa"
947;373;"sin_dato"
948;373;"sin_dato"
949;370;"ficha_icaa"
950;188;"ficha_icaa"
951;422;"ficha_icaa"
951;106;"ficha_icaa"
952;188;"ficha_icaa"
953;167;"pdf_heuristica"
954;193;"ficha_icaa"
955;74;"ficha_icaa"
956;373;"sin_dato"
957;399;"ficha_icaa"
958;373;"sin_dato"
