titulo_original;fecha_estreno_original;titulo_busqueda_usado;icaa_id;estado;titulo_encontrado;anio_encontrado;fecha_estreno_ficha;director_encontrado;num_candidatos;candidatos_json;busqueda_truncada
Stop;09/06/2021;Stop;;sin_coincidencia_exacta_titulo;;;;;72.0;"[{""icaa_id"": 74403, ""titulo_encontrado"": ""A UN METRO DE TI"", ""director_encontrado"": ""DANIEL HENRÍQUEZ"", ""anio_encontrado"": 2009, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 93252, ""titulo_encontrado"": ""Alto o mi madre dispara"", ""director_encontrado"": ""ROGER SPOTTISWOODE"", ""anio_encontrado"": 1992, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 10896840, ""titulo_encontrado"": ""AREA DE DESCANSO 2: NO MIRES ATRAS"", ""director_encontrado"": ""SHAWN PAPAZIAN"", ""anio_encontrado"": 2008, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 713451, ""titulo_encontrado"": ""AUTO STOP"", ""director_encontrado"": ""MIGUEL ANGEL SAEZ"", ""anio_encontrado"": 1982, ""metraje_encontrado"": ""CORTOMETRAJE-""}, {""icaa_id"": 2423240, ""titulo_encontrado"": ""AUTO STOP MORTAL"", ""director_encontrado"": ""TED POST"", ""anio_encontrado"": null, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 798451, ""titulo_encontrado"": ""Baja Montesblancos. 1000 kilometros sin Stop"", ""director_encontrado"": ""RAÚL PEÑA"", ""anio_encontrado"": 1983, ""metraje_encontrado"": ""CORTOMETRAJE-""}, {""icaa_id"": 590350, ""titulo_encontrado"": ""BELLEZAS EN AUTO STOP"", ""director_encontrado"": ""THOMAS ENGEL"", ""anio_encontrado"": 1959, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 8887040, ""titulo_encontrado"": ""BETTY BOOP QUE CESE ESTE RUIDO"", ""director_encontrado"": ""DAVE FLEISCHER"", ""anio_encontrado"": 1935, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 380630, ""titulo_encontrado"": ""BUS STOP"", ""director_encontrado"": ""JOSHUA LOGAN"", ""anio_encontrado"": 1956, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 1738240, ""titulo_encontrado"": ""BUS STOP"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 265550, ""titulo_encontrado"": ""Chica del auto stop, La"", ""director_encontrado"": ""MIGUEL LLUCH"", ""anio_encontrado"": 1963, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 11134340, ""titulo_encontrado"": ""CHO OYU, NON-STOP"", ""director_encontrado"": ""XAVIER ARIAS Y VICTOR RIVEROLA"", ""anio_encontrado"": 2008, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 8672, ""titulo_encontrado"": ""ELLA (STOP)"", ""director_encontrado"": ""TULIO DEMICHELI"", ""anio_encontrado"": 1972, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 9583540, ""titulo_encontrado"": ""ES FACIL DEJAR DE FUMAR"", ""director_encontrado"": ""ALLAN CARR"", ""anio_encontrado"": 2006, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 801850, ""titulo_encontrado"": ""ESFINGE SONRIE ANTES DE MORIR, LA"", ""director_encontrado"": ""DUCCIO TESSARI"", ""anio_encontrado"": 1964, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 32422, ""titulo_encontrado"": ""Esta lluvia nunca cesará"", ""director_encontrado"": ""ALINA GORLOVA"", ""anio_encontrado"": 2020, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Documental""}, {""icaa_id"": 178722, ""titulo_encontrado"": ""Estación Rocafort"", ""director_encontrado"": ""LUIS PRIETO"", ""anio_encontrado"": 2024, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Ficción""}, {""icaa_id"": 206724, ""titulo_encontrado"": ""HASTA QUE DEJE DE LATIR"", ""director_encontrado"": ""SEBAS CORTEZ"", ""anio_encontrado"": 2024, ""metraje_encontrado"": ""CORTOMETRAJE- Cine Ficción""}, {""icaa_id"": 7591540, ""titulo_encontrado"": ""HIP HOP DON'T STOP"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": 2003, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 10875540, ""titulo_encontrado"": ""HIPNOSIS-DEJA DE FUMAR EN UNA HORA"", ""director_encontrado"": ""KEN GRAY"", ""anio_encontrado"": 2007, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 987251, ""titulo_encontrado"": ""I CAN´T STOP"", ""director_encontrado"": ""ZBIGNIEW RYBCZYNSKI"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE-""}, {""icaa_id"": 8500840, ""titulo_encontrado"": ""INCREIBLE EXPERIENCIA DE TENER UN HIJO, LA"", ""director_encontrado"": ""HELEN SHEPPARD"", ""anio_encontrado"": 2004, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 213123, ""titulo_encontrado"": ""LA VIDA NO PARA"", ""director_encontrado"": ""FERNANDO TATO"", ""anio_encontrado"": 2023, ""metraje_encontrado"": ""CORTOMETRAJE- Cine Ficción""}, {""icaa_id"": 7670740, ""titulo_encontrado"": ""LAST STOP"", ""director_encontrado"": ""MARK MALONE"", ""anio_encontrado"": 1999, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 74403, ""titulo_encontrado"": ""A UN METRO DE TI"", ""director_encontrado"": ""DANIEL HENRÍQUEZ"", ""anio_encontrado"": 2009, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 93252, ""titulo_encontrado"": ""Alto o mi madre dispara"", ""director_encontrado"": ""ROGER SPOTTISWOODE"", ""anio_encontrado"": 1992, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 10896840, ""titulo_encontrado"": ""AREA DE DESCANSO 2: NO MIRES ATRAS"", ""director_encontrado"": ""SHAWN PAPAZIAN"", ""anio_encontrado"": 2008, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 713451, ""titulo_encontrado"": ""AUTO STOP"", ""director_encontrado"": ""MIGUEL ANGEL SAEZ"", ""anio_encontrado"": 1982, ""metraje_encontrado"": ""CORTOMETRAJE-""}, {""icaa_id"": 2423240, ""titulo_encontrado"": ""AUTO STOP MORTAL"", ""director_encontrado"": ""TED POST"", ""anio_encontrado"": null, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 798451, ""titulo_encontrado"": ""Baja Montesblancos. 1000 kilometros sin Stop"", ""director_encontrado"": ""RAÚL PEÑA"", ""anio_encontrado"": 1983, ""metraje_encontrado"": ""CORTOMETRAJE-""}, {""icaa_id"": 590350, ""titulo_encontrado"": ""BELLEZAS EN AUTO STOP"", ""director_encontrado"": ""THOMAS ENGEL"", ""anio_encontrado"": 1959, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 8887040, ""titulo_encontrado"": ""BETTY BOOP QUE CESE ESTE RUIDO"", ""director_encontrado"": ""DAVE FLEISCHER"", ""anio_encontrado"": 1935, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 380630, ""titulo_encontrado"": ""BUS STOP"", ""director_encontrado"": ""JOSHUA LOGAN"", ""anio_encontrado"": 1956, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 1738240, ""titulo_encontrado"": ""BUS STOP"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 265550, ""titulo_encontrado"": ""Chica del auto stop, La"", ""director_encontrado"": ""MIGUEL LLUCH"", ""anio_encontrado"": 1963, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 11134340, ""titulo_encontrado"": ""CHO OYU, NON-STOP"", ""director_encontrado"": ""XAVIER ARIAS Y VICTOR RIVEROLA"", ""anio_encontrado"": 2008, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 8672, ""titulo_encontrado"": ""ELLA (STOP)"", ""director_encontrado"": ""TULIO DEMICHELI"", ""anio_encontrado"": 1972, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 9583540, ""titulo_encontrado"": ""ES FACIL DEJAR DE FUMAR"", ""director_encontrado"": ""ALLAN CARR"", ""anio_encontrado"": 2006, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 801850, ""titulo_encontrado"": ""ESFINGE SONRIE ANTES DE MORIR, LA"", ""director_encontrado"": ""DUCCIO TESSARI"", ""anio_encontrado"": 1964, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 32422, ""titulo_encontrado"": ""Esta lluvia nunca cesará"", ""director_encontrado"": ""ALINA GORLOVA"", ""anio_encontrado"": 2020, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Documental""}, {""icaa_id"": 178722, ""titulo_encontrado"": ""Estación Rocafort"", ""director_encontrado"": ""LUIS PRIETO"", ""anio_encontrado"": 2024, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Ficción""}, {""icaa_id"": 206724, ""titulo_encontrado"": ""HASTA QUE DEJE DE LATIR"", ""director_encontrado"": ""SEBAS CORTEZ"", ""anio_encontrado"": 2024, ""metraje_encontrado"": ""CORTOMETRAJE- Cine Ficción""}, {""icaa_id"": 7591540, ""titulo_encontrado"": ""HIP HOP DON'T STOP"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": 2003, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 10875540, ""titulo_encontrado"": ""HIPNOSIS-DEJA DE FUMAR EN UNA HORA"", ""director_encontrado"": ""KEN GRAY"", ""anio_encontrado"": 2007, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 987251, ""titulo_encontrado"": ""I CAN´T STOP"", ""director_encontrado"": ""ZBIGNIEW RYBCZYNSKI"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE-""}, {""icaa_id"": 8500840, ""titulo_encontrado"": ""INCREIBLE EXPERIENCIA DE TENER UN HIJO, LA"", ""director_encontrado"": ""HELEN SHEPPARD"", ""anio_encontrado"": 2004, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 213123, ""titulo_encontrado"": ""LA VIDA NO PARA"", ""director_encontrado"": ""FERNANDO TATO"", ""anio_encontrado"": 2023, ""metraje_encontrado"": ""CORTOMETRAJE- Cine Ficción""}, {""icaa_id"": 7670740, ""titulo_encontrado"": ""LAST STOP"", ""director_encontrado"": ""MARK MALONE"", ""anio_encontrado"": 1999, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 74403, ""titulo_encontrado"": ""A UN METRO DE TI"", ""director_encontrado"": ""DANIEL HENRÍQUEZ"", ""anio_encontrado"": 2009, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 93252, ""titulo_encontrado"": ""Alto o mi madre dispara"", ""director_encontrado"": ""ROGER SPOTTISWOODE"", ""anio_encontrado"": 1992, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 10896840, ""titulo_encontrado"": ""AREA DE DESCANSO 2: NO MIRES ATRAS"", ""director_encontrado"": ""SHAWN PAPAZIAN"", ""anio_encontrado"": 2008, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 713451, ""titulo_encontrado"": ""AUTO STOP"", ""director_encontrado"": ""MIGUEL ANGEL SAEZ"", ""anio_encontrado"": 1982, ""metraje_encontrado"": ""CORTOMETRAJE-""}, {""icaa_id"": 2423240, ""titulo_encontrado"": ""AUTO STOP MORTAL"", ""director_encontrado"": ""TED POST"", ""anio_encontrado"": null, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 798451, ""titulo_encontrado"": ""Baja Montesblancos. 1000 kilometros sin Stop"", ""director_encontrado"": ""RAÚL PEÑA"", ""anio_encontrado"": 1983, ""metraje_encontrado"": ""CORTOMETRAJE-""}, {""icaa_id"": 590350, ""titulo_encontrado"": ""BELLEZAS EN AUTO STOP"", ""director_encontrado"": ""THOMAS ENGEL"", ""anio_encontrado"": 1959, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 8887040, ""titulo_encontrado"": ""BETTY BOOP QUE CESE ESTE RUIDO"", ""director_encontrado"": ""DAVE FLEISCHER"", ""anio_encontrado"": 1935, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 380630, ""titulo_encontrado"": ""BUS STOP"", ""director_encontrado"": ""JOSHUA LOGAN"", ""anio_encontrado"": 1956, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 1738240, ""titulo_encontrado"": ""BUS STOP"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 265550, ""titulo_encontrado"": ""Chica del auto stop, La"", ""director_encontrado"": ""MIGUEL LLUCH"", ""anio_encontrado"": 1963, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 11134340, ""titulo_encontrado"": ""CHO OYU, NON-STOP"", ""director_encontrado"": ""XAVIER ARIAS Y VICTOR RIVEROLA"", ""anio_encontrado"": 2008, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 8672, ""titulo_encontrado"": ""ELLA (STOP)"", ""director_encontrado"": ""TULIO DEMICHELI"", ""anio_encontrado"": 1972, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 9583540, ""titulo_encontrado"": ""ES FACIL DEJAR DE FUMAR"", ""director_encontrado"": ""ALLAN CARR"", ""anio_encontrado"": 2006, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 801850, ""titulo_encontrado"": ""ESFINGE SONRIE ANTES DE MORIR, LA"", ""director_encontrado"": ""DUCCIO TESSARI"", ""anio_encontrado"": 1964, ""metraje_encontrado"": ""LARGOMETRAJE-""}, {""icaa_id"": 32422, ""titulo_encontrado"": ""Esta lluvia nunca cesará"", ""director_encontrado"": ""ALINA GORLOVA"", ""anio_encontrado"": 2020, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Documental""}, {""icaa_id"": 178722, ""titulo_encontrado"": ""Estación Rocafort"", ""director_encontrado"": ""LUIS PRIETO"", ""anio_encontrado"": 2024, ""metraje_encontrado"": ""LARGOMETRAJE- Cine Ficción""}, {""icaa_id"": 206724, ""titulo_encontrado"": ""HASTA QUE DEJE DE LATIR"", ""director_encontrado"": ""SEBAS CORTEZ"", ""anio_encontrado"": 2024, ""metraje_encontrado"": ""CORTOMETRAJE- Cine Ficción""}, {""icaa_id"": 7591540, ""titulo_encontrado"": ""HIP HOP DON'T STOP"", ""director_encontrado"": ""DESCONOCIDO"", ""anio_encontrado"": 2003, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 10875540, ""titulo_encontrado"": ""HIPNOSIS-DEJA DE FUMAR EN UNA HORA"", ""director_encontrado"": ""KEN GRAY"", ""anio_encontrado"": 2007, ""metraje_encontrado"": ""CORTOMETRAJE- Video Ficción""}, {""icaa_id"": 987251, ""titulo_encontrado"": ""I CAN´T STOP"", ""director_encontrado"": ""ZBIGNIEW RYBCZYNSKI"", ""anio_encontrado"": null, ""metraje_encontrado"": ""CORTOMETRAJE-""}, {""icaa_id"": 8500840, ""titulo_encontrado"": ""INCREIBLE EXPERIENCIA DE TENER UN HIJO, LA"", ""director_encontrado"": ""HELEN SHEPPARD"", ""anio_encontrado"": 2004, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}, {""icaa_id"": 213123, ""titulo_encontrado"": ""LA VIDA NO PARA"", ""director_encontrado"": ""FERNANDO TATO"", ""anio_encontrado"": 2023, ""metraje_encontrado"": ""CORTOMETRAJE- Cine Ficción""}, {""icaa_id"": 7670740, ""titulo_encontrado"": ""LAST STOP"", ""director_encontrado"": ""MARK MALONE"", ""anio_encontrado"": 1999, ""metraje_encontrado"": ""LARGOMETRAJE- Video Ficción""}]";False
Tiempos de deseo;05/03/2021;Tiempos de deseo;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Marcos y vida;01/11/2021;Marcos y vida;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
En clave de sol;07/05/2025;En clave de sol;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Compas del silencio;31/07/2025;Compas del silencio;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Sopar, El (1974-2018);15/04/2021;Sopar, El (1974-2018);;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Cosas que hacer antes de morir;03/06/2021;Cosas que hacer antes de morir;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Jantzari: tradicion e igualdad;28/04/2021;Jantzari: tradicion e igualdad;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
33 años de oscuridad;23/05/2022;33 años de oscuridad;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
Asi crecen los enanos;03/11/2022;Asi crecen los enanos;;sin_coincidencia_exacta_titulo;;;;;0.0;[];False
