"taquilla_id";"pelicula_id";"anio";"recaudacion";"espectadores"
306;212;2022;2163.0;483
307;213;2024;1414.0;224
308;214;2021;5.0;5
309;215;2025;70.0;10
310;216;2025;340872.0;54143
311;217;2025;311.0;74
312;218;2021;139.0;31
313;219;2025;45.0;9
314;220;2025;147.0;75
315;221;2023;88.0;22
316;221;2024;3980.0;723
317;222;2025;217875.0;32544
318;223;2024;1078.0;176
319;224;2024;283.0;62
320;225;2021;91.0;37
321;225;2022;197.0;38
322;226;2022;10542.0;1893
323;226;2023;122.0;32
324;227;2021;5752.0;1085
325;227;2022;1513.0;164
326;228;2025;102696.0;16549
327;229;2021;295861.0;45774
328;229;2022;48526.0;8932
329;229;2023;112.0;86
330;230;2022;7480.0;1425
331;230;2023;2193.0;615
332;230;2025;403.0;75
333;231;2024;1643553.0;245738
334;232;2021;570.0;116
335;233;2022;1517.0;275
336;233;2025;1322.0;98
337;234;2021;167.0;46
338;235;2021;4848.0;859
339;235;2023;973.0;167
340;236;2025;3024460.0;437336
341;237;2021;120.0;15
342;238;2021;102.0;17
343;239;2024;254313.0;41267
344;239;2025;36545.0;7261
345;240;2025;478044.0;75469
346;241;2024;92668.0;13264
347;241;2025;462.0;66
348;242;2021;520.0;83
349;242;2022;232.0;46
350;243;2023;2229338.0;363814
351;244;2023;104304.0;17916
352;244;2024;307.0;76
353;245;2025;2546.0;314
354;246;2025;109701.0;19246
355;247;2024;818.0;142
356;248;2021;4584.0;726
357;248;2022;1188.0;297
358;249;2024;274.0;47
359;250;2025;172.0;34
360;251;2022;175.0;26
361;252;2021;426.0;71
362;252;2024;44.0;11
363;253;2025;334.0;133
364;254;2022;84.0;34
365;254;2023;4790.0;924
366;254;2024;213.0;62
367;255;2024;195.0;129
368;256;2023;7342.0;1223
369;257;2025;2880.0;439
370;258;2022;423.0;101
371;259;2021;16.0;3
372;260;2021;19226.0;3275
373;261;2023;618724.0;97633
374;261;2025;724.0;362
375;262;2022;55.0;11
376;263;2023;1440754.0;217150
377;264;2025;1042.0;184
378;265;2024;185.0;32
379;266;2025;54.0;28
380;267;2021;20.0;4
381;267;2022;9.0;2
382;268;2024;5226939.0;837070
383;268;2025;8597.0;1859
384;269;2024;57206.0;9500
385;269;2025;138.0;26
386;270;2023;808904.0;130565
387;270;2024;46215.0;8911
388;270;2025;196.0;96
389;271;2025;22101.0;3828
390;272;2024;138527.0;26690
391;272;2025;252.0;73
392;273;2021;1897.0;381
393;274;2025;24862.0;4520
394;275;2021;240.0;52
395;276;2022;144616.0;24186
396;276;2023;110.0;29
397;277;2025;9288.0;1436
398;278;2025;2437.0;495
399;279;2025;595.0;344
400;280;2022;24461.0;4192
401;280;2023;2603.0;627
402;280;2024;28.0;12
403;281;2024;262519.0;41187
404;282;2025;32957.0;5879
405;283;2023;891881.0;139075
406;283;2024;43982.0;8428
407;284;2021;299215.0;49764
408;284;2022;30204.0;5625
409;284;2023;160.0;32
410;285;2024;162683.0;26724
411;286;2024;1254805.0;206951
412;286;2025;29434.0;5790
413;287;2025;98198.0;18456
414;288;2022;106.0;34
415;289;2021;82.0;21
416;289;2025;554.0;68
417;290;2021;674.0;113
418;291;2024;1673128.0;255190
419;292;2021;530.0;86
420;293;2021;36.0;8
421;293;2022;51.0;17
422;293;2023;1163.0;306
423;294;2025;32.0;9
424;295;2025;719643.0;118455
425;296;2022;37661.0;6317
426;296;2023;145.0;51
427;297;2024;17899.0;3235
428;297;2025;462.0;97
429;298;2023;17744.0;3059
430;298;2024;149.0;26
431;299;2025;25345.0;4087
432;300;2024;1674.0;302
433;301;2023;83.0;17
434;302;2022;2772.0;464
435;303;2023;2644.0;396
436;304;2021;1371.0;273
437;305;2024;332813.0;57334
438;305;2025;9201.0;2039
439;306;2023;104053.0;19808
440;307;2025;341.0;84
441;308;2021;59492.0;10198
442;308;2022;719.0;160
443;308;2024;20.0;4
444;309;2025;9977.0;1618
445;310;2023;7292.0;1198
446;311;2023;4514.0;683
447;312;2022;48229.0;8460
448;312;2023;35047.0;6294
449;313;2024;630.0;459
450;313;2025;2511.0;409
451;314;2023;57314.0;10238
452;314;2024;683.0;232
453;315;2025;494.0;81
454;316;2025;7667.0;1272
455;317;2025;136272.0;21774
456;318;2024;2059.0;397
457;318;2025;12075.0;2328
458;319;2025;125821.0;20159
459;320;2023;228.0;57
460;320;2025;258.0;43
461;321;2021;220887.0;38595
462;321;2022;122.0;26
463;322;2021;34288.0;5522
464;322;2022;99752.0;16075
465;323;2025;195581.0;31712
466;324;2021;1816.0;302
467;325;2021;46.0;12
468;326;2022;419.0;71
469;327;2025;567.0;93
470;328;2024;6964.0;1101
471;328;2025;622.0;133
472;329;2023;966465.0;162798
473;330;2022;9870.0;1738
474;330;2025;308.0;63
475;331;2021;1695.0;397
476;331;2022;739.0;123
477;331;2023;740.0;96
478;332;2022;338.0;53
479;333;2021;662962.0;106359
480;333;2022;3092.0;606
481;333;2025;528.0;132
482;334;2025;1008.0;142
483;335;2023;13966.0;2455
484;336;2025;113011.0;19767
485;337;2022;1007123.0;169561
486;338;2025;57.0;29
487;339;2022;86.0;16
488;340;2025;977770.0;150433
489;341;2022;1818352.0;287214
490;342;2023;110.0;22
491;342;2024;2939.0;625
492;342;2025;27.0;6
493;343;2023;39748.0;7004
494;344;2023;5680.0;892
495;345;2025;248.0;43
496;346;2021;383.0;55
497;346;2022;192.0;45
498;347;2024;3228506.0;501667
499;347;2025;772459.0;127108
500;348;2022;64360.0;10353
501;349;2023;185613.0;39737
502;350;2022;4547.0;808
503;351;2024;76177.0;13665
504;352;2024;662904.0;119575
505;352;2025;748.0;160
506;353;2021;277.0;40
507;353;2023;284.0;44
508;354;2021;329.0;59
509;355;2025;30263.0;6040
510;356;2025;567.0;324
511;357;2024;371.0;71
512;358;2023;961860.0;168672
513;359;2021;166605.0;27017
514;360;2024;252902.0;41896
515;361;2025;136.0;53
516;362;2024;1091.0;183
517;363;2021;551.0;95
518;364;2023;267.0;51
519;365;2022;1378.0;202
520;365;2023;295.0;44
521;366;2022;963.0;157
522;367;2023;1142.0;204
523;368;2021;32401.0;5902
524;369;2022;146990.0;27680
525;369;2023;8426.0;2108
526;370;2025;35162.0;5800
527;371;2021;3977.0;608
528;372;2025;3917.0;734
529;373;2021;576.0;117
530;374;2021;44.0;20
531;375;2025;715.0;143
532;376;2023;95.0;19
533;377;2022;581577.0;93974
534;377;2023;7815.0;1635
535;377;2024;227.0;33
536;377;2025;682.0;98
537;378;2023;215.0;34
538;378;2025;233.0;35
539;379;2023;34543.0;5951
540;380;2021;2437.0;421
541;381;2022;52595.0;8162
542;382;2023;392.0;126
543;383;2024;38456.0;6314
544;384;2021;2446.0;497
545;385;2025;30418.0;5552
546;386;2022;60.0;17
547;387;2025;3128.0;798
548;388;2021;73105.0;12474
549;388;2022;205.0;39
550;389;2022;914.0;171
551;390;2021;557.0;99
552;390;2022;26.0;7
553;391;2021;180269.0;30188
554;391;2022;371.0;216
555;392;2024;199598.0;32401
556;392;2025;598.0;167
557;393;2023;861.0;182
558;393;2025;1304.0;223
559;394;2022;398.0;67
560;395;2022;67.0;10
561;396;2021;343.0;67
562;396;2022;29.0;8
563;397;2025;1049.0;149
564;398;2021;130.0;29
565;398;2022;268.0;54
566;398;2024;165.0;33
567;399;2025;47.0;9
568;400;2023;1398.0;198
569;401;2021;3904.0;718
570;401;2022;49.0;14
571;402;2021;1914.0;369
572;402;2022;47.0;9
573;403;2024;1074029.0;162820
574;404;2023;718.0;132
575;405;2023;66.0;11
576;406;2021;233.0;100
577;407;2021;674.0;115
578;408;2024;613.0;95
579;409;2023;3257.0;578
580;410;2024;1584.0;305
581;411;2023;388.0;76
582;411;2025;189.0;112
583;412;2021;2128.0;392
584;413;2021;2627717.0;426582
585;413;2022;54536.0;9257
586;413;2023;47.0;7
587;414;2025;2071.0;292
588;415;2021;16529.0;2847
589;415;2022;1203.0;210
590;415;2023;36.0;7
591;416;2022;703215.0;112593
592;417;2021;4974.0;979
593;417;2022;1689.0;703
594;417;2023;213.0;61
595;418;2023;108.0;36
596;418;2024;246.0;82
597;418;2025;215.0;43
598;419;2021;10262.0;1851
599;420;2022;316953.0;50932
600;420;2023;2021.0;501
601;421;2023;187262.0;30672
602;421;2024;2515.0;480
603;422;2021;156.0;52
604;423;2022;889992.0;137952
605;423;2023;31388.0;4733
606;424;2023;298.0;46
607;425;2025;1590.0;343
608;426;2024;4656.0;710
609;426;2025;2666.0;463
610;427;2021;127149.0;20673
611;428;2025;80920.0;12664
612;429;2022;434.0;101
613;430;2021;1132.0;221
614;431;2024;4430.0;688
615;431;2025;35.0;127
616;432;2025;5284665.0;792007
617;433;2021;235.0;48
618;433;2023;146.0;32
619;434;2022;427133.0;67856
620;434;2023;12512.0;2187
621;435;2023;269722.0;46088
622;435;2024;1332.0;242
623;436;2023;2581.0;399
624;437;2024;1325.0;211
625;437;2025;1346.0;206
626;438;2024;2778.0;441
627;439;2022;433.0;89
628;440;2023;4005.0;679
629;440;2024;235.0;70
630;441;2025;66.0;22
631;442;2021;233277.0;39640
632;442;2022;11224.0;2191
633;443;2022;341.0;117
634;444;2025;193467.0;31665
635;445;2021;592770.0;100238
636;445;2022;54668.0;10444
637;446;2021;671.0;102
638;447;2024;4067728.0;622534
639;448;2023;7565.0;1284
640;448;2024;3428.0;611
641;448;2025;987.0;182
642;449;2023;49724.0;8610
643;449;2024;2837.0;841
644;449;2025;140.0;33
645;450;2025;9890.0;1623
646;451;2021;285740.0;44622
647;451;2022;2915.0;492
648;451;2023;8051.0;1118
649;451;2024;7310.0;1026
650;451;2025;7456.0;1151
651;452;2023;2505.0;420
652;453;2021;2881.0;519
653;454;2022;1334440.0;228341
654;454;2023;135.0;27
655;455;2023;10513.0;1632
656;456;2023;474742.0;77490
657;456;2024;6439.0;1255
658;456;2025;316.0;96
659;457;2023;11652.0;2260
660;457;2024;6795.0;1331
661;457;2025;116.0;24
662;458;2021;10049.0;1611
663;459;2023;4067952.0;622196
664;460;2022;887.0;186
665;461;2024;37005.0;5422
666;461;2025;482.0;107
667;462;2022;2058519.0;361166
668;462;2023;66.0;11
669;463;2022;1314.0;225
670;463;2023;7.0;2
671;464;2021;124451.0;20668
672;464;2022;1207.0;300
673;465;2022;11802013.0;2031669
674;465;2023;15670.0;3288
675;466;2023;2133099.0;332054
676;466;2024;223.0;383
677;467;2022;2121540.0;387774
678;467;2023;22914.0;4798
679;468;2025;389.0;57
680;469;2023;1402193.0;235056
681;469;2024;334406.0;57146
682;469;2025;3086.0;719
683;470;2025;896327.0;133813
684;471;2022;1023264.0;166872
685;471;2023;1340.0;186
686;472;2021;2828416.0;515293
687;472;2022;68336.0;11966
688;472;2023;104.0;27
689;473;2021;1309944.0;202597
690;473;2022;27292.0;5254
691;474;2021;8493358.0;1500811
692;474;2022;658.0;148
693;475;2023;77.0;22
694;476;2021;52318.0;9009
695;476;2024;250.0;62
696;477;2023;38511.0;6442
697;477;2024;359.0;128
698;478;2023;5157.0;699
699;479;2021;216301.0;35779
700;480;2022;4334214.0;668990
701;480;2023;46678.0;7615
702;481;2022;15606842.0;2707038
703;481;2023;158.0;52
704;482;2022;315.0;60
705;483;2024;510267.0;73040
706;484;2021;381.0;62
707;484;2022;241.0;50
708;485;2021;53117.0;9124
709;485;2022;32995.0;5984
710;486;2024;159.0;23
711;487;2023;549216.0;90712
712;487;2024;5422.0;1434
713;487;2025;1048.0;174
714;488;2021;1074.0;187
715;488;2022;5.0;1
716;488;2025;290.0;43
717;489;2025;215.0;31
718;490;2022;22429.0;4451
719;491;2022;598527.0;88324
720;491;2023;2710.0;521
721;492;2022;1049036.0;159845
722;492;2023;251.0;54
723;493;2025;3274.0;596
724;494;2022;95.0;19
725;495;2022;489250.0;80053
726;495;2023;151.0;47
727;496;2024;9552.0;1890
728;496;2025;84.0;40
729;497;2025;3737.0;595
730;498;2021;1025363.0;176181
731;499;2022;4747528.0;779890
732;499;2023;1149232.0;186719
733;499;2024;46.0;323
734;500;2024;19105.0;2848
735;500;2025;5543.0;846
736;501;2025;9137.0;1168
737;502;2021;80415.0;14154
738;502;2022;315.0;89
739;503;2023;9791499.0;1439146
740;503;2024;3286882.0;483445
741;504;2024;195773.0;33371
742;504;2025;149.0;27
743;505;2024;69077.0;11922
744;505;2025;2324.0;438
745;506;2021;992014.0;171104
746;506;2022;9.0;3
747;507;2023;71618.0;12040
748;508;2023;1346063.0;207719
749;508;2024;1020.0;324
750;509;2021;3336892.0;528523
751;509;2022;945988.0;151474
752;509;2023;29.0;4
753;509;2024;330.0;60
754;510;2021;2439.0;622
755;511;2023;4803875.0;803351
756;511;2024;135.0;351
757;512;2025;2899613.0;438644
758;513;2022;1197.0;171
759;513;2023;225.0;30
760;514;2023;442.0;147
761;515;2025;15925.0;2470
762;516;2022;440228.0;80107
763;517;2023;126364.0;23118
764;518;2025;1783277.0;276083
765;519;2022;119312.0;20066
766;519;2023;430.0;151
767;520;2023;279491.0;46109
768;521;2022;56.0;14
769;522;2025;438951.0;68524
770;523;2022;2096725.0;360169
771;523;2023;359.0;146
772;524;2023;617181.0;100448
773;524;2024;377.0;96
774;525;2025;1122589.0;169651
775;526;2022;61095.0;10057
776;526;2023;118.0;148
777;527;2021;3367.0;569
778;527;2022;572.0;131
779;528;2022;25.0;7
780;529;2022;504736.0;90769
781;530;2025;2925496.0;454350
782;531;2021;20684.0;3428
783;532;2022;5725147.0;907628
784;532;2023;2187.0;554
785;533;2022;1293.0;262
786;534;2025;335027.0;49946
787;535;2023;232628.0;39413
788;536;2023;26070.0;4124
789;536;2024;519.0;81
790;536;2025;99.0;17
791;537;2021;2599.0;376
792;538;2021;69.0;23
793;539;2025;2718.0;522
794;540;2024;33483.0;5245
795;540;2025;87.0;16
796;541;2021;176.0;68
797;542;2023;187.0;26
798;543;2024;3518.0;625
799;544;2025;202625.0;35652
800;545;2025;147.0;41
801;546;2021;297.0;70
802;547;2024;43845.0;8052
803;547;2025;193.0;35
804;548;2023;277.0;89
805;548;2024;817.0;272
806;548;2025;18.0;6
807;549;2024;2082.0;363
808;550;2023;9.0;2
809;551;2024;336656.0;55364
810;551;2025;3601.0;1003
811;552;2021;50.0;10
812;553;2021;1020.0;153
813;554;2021;80.0;20
814;554;2022;266.0;62
815;555;2021;46.0;22
816;556;2022;19.0;4
817;557;2022;4998.0;948
818;557;2023;204.0;149
819;558;2024;8415.0;1271
820;559;2021;532.0;103
821;560;2021;177.0;37
822;561;2021;456.0;92
823;562;2023;11888158.0;1975785
824;562;2024;9318.0;2130
825;563;2023;1203.0;204
826;564;2022;120.0;20
827;564;2024;832.0;137
828;565;2021;32122.0;5030
829;566;2022;3964.0;766
830;566;2023;11959.0;2071
831;566;2024;58.0;10
832;567;2021;3792.0;567
833;568;2022;471.0;66
834;569;2023;2436.0;465
835;570;2025;931571.0;145213
836;571;2024;84.0;20
837;572;2025;3311753.0;489967
838;573;2021;7.0;1
839;574;2024;1412468.0;236505
840;574;2025;2814.0;1189
841;575;2022;555.0;106
842;575;2023;393.0;63
843;576;2024;1499427.0;239178
844;576;2025;129.0;37
845;577;2025;421.0;74
846;578;2023;794.0;148
847;579;2021;26053.0;4652
848;579;2023;248.0;148
849;580;2024;1157179.0;177774
850;580;2025;176965.0;27738
851;581;2025;1262.0;229
852;582;2024;135613.0;23908
853;582;2025;3464.0;988
854;583;2024;1200.0;227
855;583;2025;140.0;46
856;584;2022;410.0;71
857;585;2022;716.0;104
858;585;2023;94.0;19
859;585;2024;195.0;63
860;586;2025;1552358.0;232516
861;587;2024;15757.0;2624
862;588;2025;6680.0;1029
863;589;2021;68567.0;13894
864;589;2022;1667.0;366
865;589;2023;152.0;26
866;589;2024;244.0;61
867;590;2025;122528.0;19162
868;591;2022;162.0;56
869;591;2025;972.0;214
870;592;2021;535.0;125
871;593;2023;1261.0;213
872;594;2022;760807.0;122813
873;595;2023;245.0;75
874;596;2021;3034.0;568
875;597;2023;7293.0;1210
876;597;2024;1949.0;288
877;597;2025;667.0;94
878;598;2021;51.0;15
879;599;2025;13406008.0;2043434
880;600;2022;4.0;107
881;600;2023;1017.0;146
882;601;2024;593.0;135
883;602;2021;465.0;80
884;603;2024;50.0;8
885;604;2022;6429.0;1048
886;604;2023;193.0;48
887;605;2021;208.0;208
888;605;2024;477.0;241
889;605;2025;736.0;163
890;606;2025;877595.0;138313
891;607;2025;1354.0;450
892;608;2025;55399.0;8409
893;609;2024;14.0;8
894;609;2025;304.0;63
895;610;2022;6989.0;1269
896;611;2025;190884.0;26271
897;612;2021;58.0;10
898;613;2021;175.0;35
899;613;2022;3303.0;751
900;613;2023;530.0;105
901;613;2024;1040.0;258
902;613;2025;151.0;69
903;614;2022;872.0;220
904;615;2021;7563.0;1450
905;615;2022;136.0;34
906;616;2022;270.0;176
907;616;2024;628.0;112
908;617;2021;367.0;72
909;618;2021;744.0;109
910;619;2022;1790.0;335
911;619;2023;191.0;176
912;620;2023;1418.0;585
913;621;2021;1491.0;173
914;622;2025;205.0;62
915;623;2021;486.0;135
916;624;2022;1408.0;257
917;625;2022;91509.0;16293
918;625;2023;164154.0;28901
919;626;2024;241.0;35
920;627;2021;602.0;115
921;628;2023;6753.0;1140
922;629;2022;6.0;1
923;630;2023;249.0;175
924;630;2024;16.0;4
925;630;2025;15.0;5
926;631;2022;497.0;71
927;632;2023;475.0;95
928;633;2023;756.0;154
929;633;2024;926.0;147
930;634;2024;5061.0;1228
931;634;2025;1496.0;429
932;635;2023;15642.0;2877
933;635;2024;782.0;137
934;636;2023;175.0;50
935;637;2024;320249.0;51185
936;638;2022;690.0;138
937;639;2025;522.0;106
938;640;2021;165.0;55
939;641;2025;309144.0;46951
940;642;2021;10039.0;1833
941;642;2022;30.0;6
942;643;2023;2261.0;280
943;644;2025;2876.0;425
944;645;2021;62.0;39
945;646;2021;18192.0;3483
946;646;2024;23.0;4
947;647;2021;69584.0;10795
948;648;2022;1850.0;185
949;649;2022;549.0;160
950;650;2022;28.0;4
951;651;2024;9286.0;1473
952;651;2025;315.0;63
953;652;2023;820.0;136
954;653;2021;15106.0;2488
955;654;2025;497.0;71
956;655;2021;109508.0;20167
957;656;2024;195979.0;29215
958;657;2023;5787.0;1043
959;658;2025;63.0;18
960;659;2022;184039.0;29701
961;660;2023;5915965.0;960628
962;660;2024;1537.0;1007
963;661;2021;1021719.0;156723
964;662;2021;314.0;57
965;663;2023;1872.0;450
966;664;2021;641.0;95
967;664;2022;916.0;171
968;665;2025;29683.0;4404
969;666;2021;19557.0;3290
970;666;2022;300.0;100
971;667;2022;10190.0;1701
972;668;2022;865252.0;136976
973;669;2023;175.0;39
974;670;2023;34053.0;5780
975;671;2022;44861.0;7710
976;671;2023;430.0;115
977;672;2022;18695.0;3331
978;673;2023;79.0;20
979;674;2021;1655.0;248
980;675;2024;30316.0;5439
981;676;2021;63.0;7
982;677;2022;113.0;120
983;677;2023;2111.0;843
984;678;2021;930.0;254
985;678;2022;64950.0;11419
986;678;2025;1890.0;134
987;679;2022;21.0;5
988;680;2022;914.0;136
989;680;2023;126.0;38
990;681;2024;844.0;152
991;682;2022;896.0;142
992;683;2024;2011.0;349
993;683;2025;12883.0;2308
994;684;2021;25.0;5
995;685;2021;316.0;45
996;685;2022;106.0;49
997;685;2025;549.0;183
