"titulo";"distribuidora_pdf_heuristica";"fecha_estreno";"recaudacion";"espectadores";"anio";"anio_reposicion";"titulo_busqueda";"articulo"
"Hable con ella (2002) (re)";"El Deseo";"30/05/2023";605.0;170;2023;2002.0;"Hable con ella";""
"AlterNativas: Construyendo futuros posibles";"Independent";"25/04/2023";600.0;169;2023;"";"AlterNativas: Construyendo futuros posibles";""
"Novia, La";"Bteam Pictures";"11/12/2015";598.0;96;2023;"";"Novia";"La"
"Sueño de Sigena, El";"Alfa Pictures";"09/11/2021";598.0;115;2023;"";"Sueño de Sigena";"El"
"Espejo, El";"Independent";"22/10/2022";581.0;114;2023;"";"Espejo";"El"
"Beach House";"Syldavia";"27/07/2023";580.0;122;2023;"";"Beach House";""
"Valle del Concavenator, El";"Independent";"24/02/2023";572.0;103;2023;"";"Valle del Concavenator";"El"
"Operacion Brooklyn";"Independent";"25/07/2023";571.0;187;2023;"";"Operacion Brooklyn";""
"Tacones sobre ruedas";"Independent";"16/12/2022";565.0;84;2023;"";"Tacones sobre ruedas";""
"Naturaleza muerta Sexy Sadie";"Independent";"27/07/2023";555.0;181;2023;"";"Naturaleza muerta Sexy Sadie";""
"Donde acaba la memoria";"Surtsey Films";"02/12/2022";530.0;105;2023;"";"Donde acaba la memoria";""
"Joven Paulo Coelho, El";"Vercine";"23/12/2016";524.0;89;2023;"";"Joven Paulo Coelho";"El"
"Gallina Turuleca, La";"Filmax";"01/01/2020";520.0;130;2023;"";"Gallina Turuleca";"La"
"Mediterraneo";"DeAPlaneta";"01/10/2021";515.0;100;2023;"";"Mediterraneo";""
"Barrio (1998) (re)";"Independent";"11/05/2023";515.0;85;2023;1998.0;"Barrio";""
"De eso no hablamos";"Independent";"13/06/2023";515.0;110;2023;"";"De eso no hablamos";""
"Naturaleza de lo extraordinario";"Selected Films";"12/05/2023";514.0;198;2023;"";"Naturaleza de lo extraordinario";""
"Remember My Name";"Boogaloo";"24/11/2023";511.0;87;2023;"";"Remember My Name";""
"Estols";"Fromzero Cinema";"29/09/2023";511.0;126;2023;"";"Estols";""
"Heavies Tiernos";"Paycom Multimedia";"22/12/2023";504.0;82;2023;"";"Heavies Tiernos";""
"Demonios de barro, Los";"Syldavia";"18/11/2022";496.0;321;2023;"";"Demonios de barro";"Los"
"Tetuan";"Independent";"06/10/2023";494.0;123;2023;"";"Tetuan";""
"Mas que amor, frenesi (1996) (re)";"Independent";"06/07/2023";493.0;89;2023;1996.0;"Mas que amor, frenesi";""
"Tolyatti Adrift";"Begin Again Films";"28/10/2022";488.0;92;2023;"";"Tolyatti Adrift";""
"Splendid Hotel. Rimbaud en Africa";"Independent";"15/12/2023";483.0;81;2023;"";"Splendid Hotel. Rimbaud en Africa";""
"Magical Girl";"Avalon Distribución";"17/10/2014";475.0;99;2023;"";"Magical Girl";""
"Entre montañas";"Wanda";"12/04/2023";475.0;95;2023;"";"Entre montañas";""
"10 de marzo";"Independent";"24/11/2022";469.0;91;2023;"";"10 de marzo";""
"Inmotep";"Independent";"21/04/2023";459.0;72;2023;"";"Inmotep";""
"Reina de España, La";"Universal";"25/11/2016";451.0;154;2023;"";"Reina de España";"La"
"Deprisa, deprisa (1981) (re)";"Independent";"25/02/2021";446.0;216;2023;1981.0;"Deprisa, deprisa";""
"Frente al silencio";"Independent";"05/11/2023";442.0;147;2023;"";"Frente al silencio";""
"L'eternitat";"Independent";"17/03/2023";441.0;74;2023;"";"L'eternitat";""
"Verano 1993";"Avalon Distribución";"30/06/2017";440.0;118;2023;"";"Verano 1993";""
"H";"Vitrine Filmes";"22/06/2023";436.0;74;2023;"";"H";""
"Maria y la pelicula olvidada";"Independent";"28/07/2023";434.0;149;2023;"";"Maria y la pelicula olvidada";""
"Orrit, Los";"Independent";"25/05/2023";430.0;75;2023;"";"Orrit";"Los"
"Comensal, El";"A Contracorriente";"27/05/2022";430.0;115;2023;"";"Comensal";"El"
"Mama no enRedes";"DeAPlaneta";"01/07/2022";430.0;151;2023;"";"Mama no enRedes";""
"Black is Beltza";"Barton";"05/10/2018";418.0;110;2023;"";"Black is Beltza";""
"Fernanda y Bernarda";"Independent";"21/11/2023";417.0;81;2023;"";"Fernanda y Bernarda";""
"Retablo de las maravillas. Apuntes para una pelicula sobre el Quijote, El";"Independent";"22/04/2023";414.0;80;2023;"";"Retablo de las maravillas. Apuntes para una pelicula sobre el Quijote";"El"
"Footprints El Camino de tu Vida";"Infinito mas uno";"23/09/2016";409.0;72;2023;"";"Footprints El Camino de tu Vida";""
"Ignifugas";"Independent";"29/05/2023";408.0;89;2023;"";"Ignifugas";""
"Fusilados";"Independent";"10/05/2022";404.0;84;2023;"";"Fusilados";""
"D'Artacan y los tres mosqueperros";"A Contracorriente";"18/08/2021";400.0;70;2023;"";"D'Artacan y los tres mosqueperros";""
"Absolución de Juan Alfredo Amil";"Independent";"15/12/2023";400.0;68;2023;"";"Absolución de Juan Alfredo Amil";""
"Que sabemos, Lo";"ConUnPack";"25/11/2022";399.0;109;2023;"";"Que sabemos, Lo";""
"Tirabeque, El";"Independent";"25/11/2022";393.0;63;2023;"";"Tirabeque";"El"
"Julia y Fernando, una historia de vida";"Independent";"15/01/2023";392.0;126;2023;"";"Julia y Fernando, una historia de vida";""
"Pepi, Luci, Bom y otras chicas del monton (1980) (re)";"Mercury Films";"08/06/2023";388.0;76;2023;1980.0;"Pepi, Luci, Bom y otras chicas del monton";""
"Caja vacia, La";"Independent";"28/02/2023";383.0;76;2023;"";"Caja vacia";"La"
"Carne roja (Conducta animal)";"Independent";"28/05/2018";383.0;84;2023;"";"Carne roja (Conducta animal)";""
"Diamond Flash";"Independent";"13/04/2023";382.0;44;2023;"";"Diamond Flash";""
"Fauna";"Nanouk Films";"10/11/2023";371.0;75;2023;"";"Fauna";""
"Quijote en Nueva York";"Independent";"05/12/2023";364.0;373;2023;"";"Quijote en Nueva York";""
"Cantuña";"Independent";"22/06/2023";364.0;52;2023;"";"Cantuña";""
"Vitoria, 3 de marzo";"Filmax";"01/05/2019";360.0;60;2023;"";"Vitoria, 3 de marzo";""
"Hija de todas las rabias, La";"Sherlock";"21/04/2023";359.0;70;2023;"";"Hija de todas las rabias";"La"
"Voy a pasarmelo bien";"Sony";"12/08/2022";359.0;146;2023;"";"Voy a pasarmelo bien";""
"Palabra justa, La";"Independent";"19/02/2018";356.0;66;2023;"";"Palabra justa";"La"
"Licantropia";"Independent";"18/12/2023";348.0;58;2023;"";"Licantropia";""
"Cádiz-Madriz";"Independent";"12/09/2023";348.0;99;2023;"";"Cádiz-Madriz";""
"Nazdrave Amigo!";"Independent";"17/10/2023";344.0;69;2023;"";"Nazdrave Amigo!";""
"¿Capaz o Incapaz?";"Independent";"06/06/2023";335.0;70;2023;"";"¿Capaz o Incapaz?";""
"Explotando el Eden, lle-a-Vache";"Independent";"14/09/2023";331.0;99;2023;"";"Explotando el Eden, lle-a-Vache";""
"Fueron los días";"Independent";"18/12/2023";322.0;53;2023;"";"Fueron los días";""
"Agua";"Tiempos Dificiles Films";"11/02/2022";321.0;38;2023;"";"Agua";""
"FREE, Salir es posible";"Independent";"21/10/2023";316.0;162;2023;"";"FREE, Salir es posible";""
"Dolor impune";"Independent";"05/11/2023";298.0;46;2023;"";"Dolor impune";""
"Rabia kontra la makina";"Independent";"10/09/2022";296.0;48;2023;"";"Rabia kontra la makina";""
"Camino a Chicuelo";"Independent";"14/12/2022";295.0;44;2023;"";"Camino a Chicuelo";""
"Sinsombrero, Las";"Independent";"09/03/2022";292.0;65;2023;"";"Sinsombrero";"Las"
"Caza, La (1966) (re)";"Boccacio Distribucion";"10/03/2023";289.0;64;2023;1966.0;"Caza";"La"
"Guillermo Perez Villalta. Del agua y el Mediterraneo";"Independent";"21/11/2023";288.0;67;2023;"";"Guillermo Perez Villalta. Del agua y el Mediterraneo";""
"Once Upon a Place";"3boxmedia";"10/04/2021";284.0;44;2023;"";"Once Upon a Place";""
"Violeta no coge el ascensor";"Independent";"14/09/2023";284.0;52;2023;"";"Violeta no coge el ascensor";""
"Techo del mundo, El (1994) (re)";"Independent";"21/03/2023";283.0;63;2023;1994.0;"Techo del mundo";"El"
"Oswald. El falsificador";"Filmin";"30/09/2022";283.0;88;2023;"";"Oswald. El falsificador";""
"Afterwater";"Independent";"06/10/2023";280.0;53;2023;"";"Afterwater";""
"Emilia";"Barton";"11/11/2022";279.0;57;2023;"";"Emilia";""
"Sueños y pan";"Independent";"25/07/2023";277.0;89;2023;"";"Sueños y pan";""
"Sender Barayon. Viaje hacia la luz";"Independent";"18/04/2023";277.0;54;2023;"";"Sender Barayon. Viaje hacia la luz";""
"Memorias rotas";"Independent";"23/10/2023";277.0;68;2023;"";"Memorias rotas";""
"Vida Chipen, La";"Independent";"27/05/2022";277.0;80;2023;"";"Vida Chipen";"La"
"Jose Luis Lopez Vazquez: ¡Que disparate!";"Independent";"03/06/2023";275.0;50;2023;"";"Jose Luis Lopez Vazquez: ¡Que disparate!";""
"Orquesta terrestre, La";"Atera Films";"08/04/2022";272.0;272;2023;"";"Orquesta terrestre";"La"
"Uno para todos";"A Contracorriente";"18/09/2020";272.0;69;2023;"";"Uno para todos";""
"Feudo";"Independent";"14/12/2023";271.0;51;2023;"";"Feudo";""
"Hazlo por mi";"Digital 104";"09/05/2023";271.0;127;2023;"";"Hazlo por mi";""
"Mi cabeza me hace trampas";"Independent";"23/06/2023";267.0;51;2023;"";"Mi cabeza me hace trampas";""
"Oblideu Tosquelles!";"Independent";"22/12/2023";262.0;73;2023;"";"Oblideu Tosquelles!";""
"Carbon";"Bteam Pictures";"29/12/2023";258.0;35;2023;"";"Carbon";""
"Viaje a ninguna parte, El (1986) (re)";"Independent";"08/03/2023";258.0;86;2023;1986.0;"Viaje a ninguna parte";"El"
"Kapo, El";"Independent";"07/05/2023";252.0;249;2023;"";"Kapo";"El"
"13 Exorcismos";"Beta Fiction";"04/11/2022";251.0;54;2023;"";"13 Exorcismos";""
"Septiembre";"Independent";"06/10/2023";249.0;175;2023;"";"Septiembre";""
"Solo una vez";"A Contracorriente";"11/06/2021";248.0;148;2023;"";"Solo una vez";""
"Crossroads: Paco Roca";"Independent";"01/11/2017";245.0;75;2023;"";"Crossroads: Paco Roca";""
"Mujeres sin censura";"Independent";"21/12/2022";245.0;60;2023;"";"Mujeres sin censura";""
"El Bosco. El jardin de los sueños";"Version Digital";"09/06/2016";243.0;43;2023;"";"El Bosco. El jardin de los sueños";""
"Balada perdida, La";"Independent";"15/09/2023";238.0;87;2023;"";"Balada perdida";"La"
"Cuñados";"Filmax";"09/04/2021";236.0;53;2023;"";"Cuñados";""
"Dias de la noche, Los";"Independent";"07/06/2023";235.0;47;2023;"";"Dias de la noche";"Los"
"Sin libertad 20 años después";"Independent";"24/10/2023";230.0;71;2023;"";"Sin libertad 20 años después";""
"Barcelona, noche de invierno";"Splendor Films";"04/12/2015";228.0;57;2023;"";"Barcelona, noche de invierno";""
"Relatos salvajes";"Warner Bros";"17/10/2014";225.0;30;2023;"";"Relatos salvajes";""
"Libertad";"Avalon Distribución";"19/11/2021";220.0;95;2023;"";"Libertad";""
"Tierra y libertad (1995) (re)";"Independent";"10/05/2023";219.0;49;2023;1995.0;"Tierra y libertad";""
"Sonoma (Le film, pas le spectacle)";"Independent";"13/09/2023";215.0;34;2023;"";"Sonoma (Le film, pas le spectacle)";""
"Salvar el arbol (Zutik!)";"Filmax";"22/10/2021";213.0;61;2023;"";"Salvar el arbol (Zutik!)";""
"19";"Syldavia";"31/03/2023";212.0;35;2023;"";"19";""
"Siete Jereles";"Independent";"03/03/2023";211.0;37;2023;"";"Siete Jereles";""
"Conversaciones sobre el odio";"Moon Entertainment";"20/10/2023";206.0;36;2023;"";"Conversaciones sobre el odio";""
"Ciudad de la Selva. Fuxidos y guerrilleros en los montes de Casaio";"Independent";"20/09/2022";204.0;149;2023;"";"Ciudad de la Selva. Fuxidos y guerrilleros en los montes de Casaio";""
"Cambio de sentido";"Independent";"02/11/2023";202.0;31;2023;"";"Cambio de sentido";""
"Mapa";"Avalon Distribución";"01/02/2013";197.0;62;2023;"";"Mapa";""
"Siete mesas de billar frances (2007) (re)";"Independent";"20/06/2023";196.0;34;2023;2007.0;"Siete mesas de billar frances";""
"Sacromonte, los sabios de la tribu";"Independent";"28/05/2023";193.0;35;2023;"";"Sacromonte, los sabios de la tribu";""
"Pasajera, La";"Karma";"18/02/2022";193.0;48;2023;"";"Pasajera";"La"
"Gesto";"Independent";"22/11/2022";191.0;176;2023;"";"Gesto";""
"Costa Brava, Libano";"Avalon Distribución";"27/05/2022";189.0;92;2023;"";"Costa Brava, Libano";""
"Arte de la luz y la sombra, El";"Independent";"03/11/2023";187.0;26;2023;"";"Arte de la luz y la sombra";"El"
"Vestida de azul (1983) (re)";"Independent";"10/03/2023";186.0;53;2023;1983.0;"Vestida de azul";""
"Sinjar";"Filmax";"01/07/2022";184.0;94;2023;"";"Sinjar";""
"Red Ponzan, La";"Independent";"09/03/2023";182.0;137;2023;"";"Red Ponzan";"La"
"Ons";"Bteam Pictures";"18/12/2020";180.0;45;2023;"";"Ons";""
"Salvador Segui: Historia de un anarcosindicalista";"Independent";"20/04/2023";179.0;36;2023;"";"Salvador Segui: Historia de un anarcosindicalista";""
"Dreamers, la pelicula";"Independent";"18/01/2023";175.0;39;2023;"";"Dreamers, la pelicula";""
"Crack cero, El";"Filmax";"04/10/2019";175.0;50;2023;"";"Crack cero";"El"
"Estafa del amor, La";"Independent";"14/11/2023";175.0;88;2023;"";"Estafa del amor";"La"
"Una mujer fantastica";"Bteam Pictures";"12/10/2017";174.0;41;2023;"";"Una mujer fantastica";""
"Salvador Dali. Diarios de juventud";"Independent";"09/03/2021";173.0;31;2023;"";"Salvador Dali. Diarios de juventud";""
"Ama";"Filmax";"16/07/2021";165.0;33;2023;"";"Ama";""
"Dardara";"Atera Films";"18/03/2021";164.0;82;2023;"";"Dardara";""
"Mironins. La pelicula";"Independent";"03/12/2021";164.0;41;2023;"";"Mironins. La pelicula";""
"Dejen de prohibir que no alcanzo a desobedecer todo";"Independent";"30/09/2023";164.0;37;2023;"";"Dejen de prohibir que no alcanzo a desobedecer todo";""
"Objetos";"Filmax";"30/09/2022";161.0;31;2023;"";"Objetos";""
"Silencio de otros, El";"Bteam Pictures";"16/11/2018";160.0;40;2023;"";"Silencio de otros";"El"
"Tengamos la fiesta en Paz";"Infinito mas uno";"03/12/2021";160.0;32;2023;"";"Tengamos la fiesta en Paz";""
"Comuneros";"ConUnPack";"17/06/2022";160.0;33;2023;"";"Comuneros";""
"Padre no hay mas que uno 3";"Sony";"14/07/2022";158.0;52;2023;"";"Padre no hay mas que uno 3";""
"Quien te cantara";"Caramel Films";"26/10/2018";157.0;32;2023;"";"Quien te cantara";""
"Claret";"Proyecfilm";"24/09/2021";152.0;26;2023;"";"Claret";""
"Un novio para mi mujer";"Universal";"22/07/2022";151.0;47;2023;"";"Un novio para mi mujer";""
"Trinta Lumes";"Elamedia";"08/02/2019";151.0;31;2023;"";"Trinta Lumes";""
"Europeos, Los";"Filmax";"20/11/2020";150.0;30;2023;"";"Europeos";"Los"
"Odradek";"Marvin & Wayne";"02/06/2023";148.0;24;2023;"";"Odradek";""
"Guerra mas larga, La";"Independent";"18/11/2021";146.0;32;2023;"";"Guerra mas larga";"La"
"Sin ti no puedo";"Filmax";"03/06/2022";145.0;51;2023;"";"Sin ti no puedo";""
"Robin Bank";"39 Escalones";"23/09/2022";144.0;118;2023;"";"Robin Bank";""
"Hijo del acordeonista, El (Soinujolearen semea)";"Filmax";"12/04/2019";144.0;72;2023;"";"Hijo del acordeonista, El (Soinujolearen semea)";""
"Precio del oro, El";"Independent";"11/05/2023";144.0;69;2023;"";"Precio del oro";"El"
"Todos contra mí";"Independent";"12/09/2023";140.0;38;2023;"";"Todos contra mí";""
"Derrota, La";"Independent";"19/10/2023";140.0;28;2023;"";"Derrota";"La"
"Sonic Fantasy";"Independent";"28/10/2021";138.0;41;2023;"";"Sonic Fantasy";""
"Mas alla del terror (1980) (re)";"Independent";"22/04/2023";137.0;27;2023;1980.0;"Mas alla del terror";""
"A diente de perro";"Begin Again Films";"01/07/2022";136.0;39;2023;"";"A diente de perro";""
"Domingo Domingo";"Independent";"23/07/2023";136.0;55;2023;"";"Domingo Domingo";""
"Llenos de gracia";"Paramount Int'l";"24/06/2022";135.0;27;2023;"";"Llenos de gracia";""
"Todo sobre mi madre (1999) (re)";"Independent";"21/10/2023";134.0;29;2023;1999.0;"Todo sobre mi madre";""
"España al descubierto";"Baños Films";"17/11/2023";132.0;44;2023;"";"España al descubierto";""
"Bajo la sombra de la cruz gamada";"Independent";"21/04/2023";131.0;29;2023;"";"Bajo la sombra de la cruz gamada";""
"Mi vacio y yo";"Filmin";"09/09/2022";126.0;65;2023;"";"Mi vacio y yo";""
"Piel en llamas, La";"Sherlock";"27/05/2022";126.0;38;2023;"";"Piel en llamas";"La"
"Du Vin dans les Voiles";"Independent";"23/07/2023";122.0;48;2023;"";"Du Vin dans les Voiles";""
"Libelulas";"Begin Again Films";"16/09/2022";122.0;32;2023;"";"Libelulas";""
"Rey de La Habana, El";"Filmax";"16/10/2015";122.0;31;2023;"";"Rey de La Habana";"El"
"Milagro de P. Tinto, El (1998) (re)";"Independent";"23/11/2023";121.0;33;2023;1998.0;"Milagro de P. Tinto";"El"
"Espejo, Espejo";"Filmax";"20/05/2022";119.0;38;2023;"";"Espejo, Espejo";""
"Casa entre los cactus, La";"Filmax";"16/09/2022";118.0;148;2023;"";"Casa entre los cactus";"La"
"Hay alguien en el bosque";"Independent";"10/03/2023";116.0;37;2023;"";"Hay alguien en el bosque";""
"Chavalas";"Filmax";"03/09/2021";113.0;28;2023;"";"Chavalas";""
"Amor en su lugar, El";"A Contracorriente";"03/12/2021";112.0;86;2023;"";"Amor en su lugar";"El"
"Errementari (El herrero y el diablo)";"Filmax";"02/03/2018";110.0;55;2023;"";"Errementari (El herrero y el diablo)";""
"Sembrando sueños";"Independent";"28/11/2023";110.0;22;2023;"";"Sembrando sueños";""
"Entre la vida y la muerte";"Filmax";"14/07/2022";110.0;29;2023;"";"Entre la vida y la muerte";""
"Otro lado de la realidad, El";"Alfa Pictures";"15/09/2023";109.0;21;2023;"";"Otro lado de la realidad";"El"
"Juan Marine. Un siglo de cine";"Independent";"22/11/2023";108.0;36;2023;"";"Juan Marine. Un siglo de cine";""
"Flores de tierra quemada. Estrategias del terror en Guatemala y España";"Independent";"06/05/2023";105.0;65;2023;"";"Flores de tierra quemada. Estrategias del terror en Guatemala y España";""
"Mi querida señorita (1972) (re)";"Mercury Films";"10/03/2023";105.0;30;2023;1972.0;"Mi querida señorita";""
"Antier noche";"Independent";"25/11/2023";105.0;34;2023;"";"Antier noche";""
"Calavera resumida";"Independent";"29/06/2023";104.0;20;2023;"";"Calavera resumida";""
"Maixabel";"Walt Disney";"24/09/2021";104.0;27;2023;"";"Maixabel";""
"Ritos sexuales del diablo, Los (1982) (re)";"Independent";"13/05/2023";103.0;19;2023;1982.0;"Ritos sexuales del diablo";"Los"
"Pico Reja";"Phoenix Entertaiment";"17/06/2022";101.0;29;2023;"";"Pico Reja";""
"Evangelio mayor";"Independent";"28/06/2023";101.0;30;2023;"";"Evangelio mayor";""
"Lo que nunca te dije pero debería haberte dicho";"Independent";"17/11/2022";98.0;15;2023;"";"Lo que nunca te dije pero debería haberte dicho";""
"Ana y los lobos (1973) (re)";"Mercury Films";"28/02/2023";97.0;18;2023;1973.0;"Ana y los lobos";""
"10,000 KM";"Avalon Distribución";"15/05/2014";96.0;15;2023;"";"10,000 KM";""
"Morir";"Golem";"06/10/2017";95.0;19;2023;"";"Morir";""
"Mientras dure la guerra";"Walt Disney";"27/09/2019";95.0;19;2023;"";"Mientras dure la guerra";""
"Visitante";"Filmax";"11/02/2022";95.0;27;2023;"";"Visitante";""
"Mujeres al borde de un ataque de nervios (1988) (re)";"Independent";"17/09/2022";94.0;19;2023;1988.0;"Mujeres al borde de un ataque de nervios";""
"Descubriendo a Jose Padilla";"Film Buro";"29/12/2020";91.0;28;2023;"";"Descubriendo a Jose Padilla";""
"Donde mas duele";"Independent";"27/05/2022";89.0;17;2023;"";"Donde mas duele";""
"8 Años";"Phoenix Entertaiment";"20/01/2023";89.0;17;2023;"";"8 Años";""
"Secta siniestra (1982) (re)";"Independent";"06/05/2023";88.0;16;2023;1982.0;"Secta siniestra";""
"Peleamos";"Independent";"14/11/2023";88.0;22;2023;"";"Peleamos";""
"522. Un gato, un chino y mi padre";"Super 8";"05/07/2019";88.0;22;2023;"";"522. Un gato, un chino y mi padre";""
"Jusqu'ici, tout va";"Independent";"30/07/2022";88.0;16;2023;"";"Jusqu'ici, tout va";""
"Vida mas larga, La";"Rizoma";"24/05/2022";87.0;27;2023;"";"Vida mas larga";"La"
"Y todos arderan";"Filmin";"02/06/2023";87.0;16;2023;"";"Y todos arderan";""
"Escalofrio (1978) (re)";"Independent";"29/04/2023";86.0;16;2023;1978.0;"Escalofrio";""
"Longa noite";"Atalante";"05/12/2019";83.0;17;2023;"";"Longa noite";""
"Vivir sin país. El exilio Rohingya";"Phoenix Entertaiment";"04/01/2023";82.0;14;2023;"";"Vivir sin país. El exilio Rohingya";""
"Vientre del mar, El";"Elastica";"12/11/2021";80.0;20;2023;"";"Vientre del mar";"El"
"Carlos Edmundo de Ory, el juego y la palabra";"Independent";"02/10/2023";79.0;20;2023;"";"Carlos Edmundo de Ory, el juego y la palabra";""
"Antonio Machado. Los dias azules";"Summer Films";"04/12/2020";78.0;39;2023;"";"Antonio Machado. Los dias azules";""
"Sis dies corrents";"Filmax";"03/12/2021";77.0;21;2023;"";"Sis dies corrents";""
"Un dia mas con vida";"Golem";"26/10/2018";77.0;22;2023;"";"Un dia mas con vida";""
"Plata quemada (2000) (re)";"Independent";"13/07/2023";76.0;25;2023;2000.0;"Plata quemada";""
"Os reviento";"Independent";"22/11/2023";74.0;43;2023;"";"Os reviento";""
"Prima Angelica, La (1973) (re)";"Mercury Films";"14/02/2023";68.0;13;2023;1973.0;"Prima Angelica";"La"
"Vida padre, La";"Paramount Int'l";"16/09/2022";66.0;11;2023;"";"Vida padre";"La"
"Pacto de silencio: El Nani y la mafia policial";"Independent";"06/11/2023";66.0;11;2023;"";"Pacto de silencio: El Nani y la mafia policial";""
"Goya 3 de mayo";"A Contracorriente";"22/09/2023";63.0;13;2023;"";"Goya 3 de mayo";""
"Lua Vermella";"Elamedia";"30/10/2020";60.0;9;2023;"";"Lua Vermella";""
"Casilda. El eco de otros pasos";"Independent";"02/02/2023";60.0;15;2023;"";"Casilda. El eco de otros pasos";""
"Maniobra de Heimlich, La";"Paycom Multimedia";"27/11/2015";60.0;17;2023;"";"Maniobra de Heimlich";"La"
"Francesca y el amor";"Independent";"14/10/2022";59.0;17;2023;"";"Francesca y el amor";""
"Donde la vida puede ser";"Independent";"08/11/2023";58.0;12;2023;"";"Donde la vida puede ser";""
"Fuga, La";"Tus Ojos";"10/11/2023";53.0;10;2023;"";"Fuga";"La"
"Poemes Sagrera";"";"26/05/2023";51.0;9;2023;"";"Poemes Sagrera";""
"Tintin y el misterio de las naranjas azules (1964) (re)";"Independent";"07/01/2023";51.0;11;2023;1964.0;"Tintin y el misterio de las naranjas azules";""
"Cerro de los Dioses, El";"Begin Again Films";"30/10/2020";49.0;14;2023;"";"Cerro de los Dioses";"El"
"Jota de Saura";"Sherlock";"07/10/2016";49.0;9;2023;"";"Jota de Saura";""
"Duo";"Atalante";"09/09/2022";47.0;11;2023;"";"Duo";""
"Madres paralelas";"Sony";"08/10/2021";47.0;7;2023;"";"Madres paralelas";""
"Incierta gloria";"Alfa Pictures";"17/03/2017";47.0;9;2023;"";"Incierta gloria";""
"Cuando toco un animal";"Independent";"28/07/2023";46.0;22;2023;"";"Cuando toco un animal";""
"O Apostolo";"Aquelarre";"31/10/2012";46.0;13;2023;"";"O Apostolo";""
"Casting";"ConUnPack";"07/03/2023";43.0;11;2023;"";"Casting";""
"Espiritu de la colmena, El (1973) (re: 2016)";"Wanda";"21/07/2016";43.0;6;2023;1973.0;"Espiritu de la colmena";"El"
"A chat movie";"Independent";"15/12/2023";39.0;6;2023;"";"A chat movie";""
"Quien lo impide";"Atalante";"22/10/2021";36.0;7;2023;"";"Quien lo impide";""
"Cancion a una dama en la sombra";"Independent";"26/10/2022";35.0;8;2023;"";"Cancion a una dama en la sombra";""
"Espiritu sagrado";"Aventura Cine";"26/11/2021";35.0;10;2023;"";"Espiritu sagrado";""
"Zarata";"Independent";"14/11/2023";31.0;16;2023;"";"Zarata";""
"Escopeta nacional, La (1978)";"A Contracorriente";"18/06/2021";31.0;8;2023;1978.0;"Escopeta nacional";"La"
"Matrioskas, las niñas de la guerra";"Independent";"12/09/2022";30.0;6;2023;"";"Matrioskas, las niñas de la guerra";""
"Playa de los ahogados, La";"Syldavia";"09/10/2015";30.0;4;2023;"";"Playa de los ahogados";"La"
"Buen patron, El";"TriPictures";"15/10/2021";29.0;4;2023;"";"Buen patron";"El"
"Me cuesta hablar de mi";"Independent";"03/03/2022";27.0;5;2023;"";"Me cuesta hablar de mi";""
"Desentierro, El";"Filmax";"16/11/2018";26.0;11;2023;"";"Desentierro";"El"
"Buñuel en el laberinto de las tortugas";"Wanda";"26/04/2019";24.0;7;2023;"";"Buñuel en el laberinto de las tortugas";""
"Así se rodó Carne quebrada";"Independent";"26/09/2023";20.0;4;2023;"";"Así se rodó Carne quebrada";""
"Tequila, Sexo, Drogas y rock & roll";"Karma";"25/11/2022";20.0;10;2023;"";"Tequila, Sexo, Drogas y rock & roll";""
"Negociadores, Los. Como construir la Paz";"Independent";"04/06/2023";18.0;4;2023;"";"Negociadores, Los. Como construir la Paz";""
"Revolución bailando, La";"Begin Again Films";"12/11/2021";16.0;3;2023;"";"Revolución bailando";"La"
"Pijamas Espaciales";"Elamedia";"01/07/2022";16.0;3;2023;"";"Pijamas Espaciales";""
"Nosotros no nos mataremos con pistolas";"Filmax";"17/06/2022";15.0;2;2023;"";"Nosotros no nos mataremos con pistolas";""
"Sucro";"Independent";"11/05/2023";14.0;22;2023;"";"Sucro";""
"Besos negros";"Begin Again Films";"27/10/2023";12.0;2;2023;"";"Besos negros";""
"Amor brujo, El (1986) (re)";"Mercury Films";"23/04/2023";11.0;2;2023;1986.0;"Amor brujo";"El"
"Hija de un ladron, La";"Bteam Pictures";"29/11/2019";10.0;2;2023;"";"Hija de un ladron";"La"
"Banda, La";"Super 8";"21/06/2019";10.0;5;2023;"";"Banda";"La"
"Cristianos";"Independent";"25/10/2023";9.0;2;2023;"";"Cristianos";""
"Critico, El";"TCM";"07/10/2022";7.0;2;2023;"";"Critico";"El"
"Pieles";"Premium";"09/06/2017";6.0;1;2023;"";"Pieles";""
"Dias que vendran, Los (Els dies que vindran)";"Avalon Distribución";"28/06/2019";5.0;1;2023;"";"Dias que vendran, Los (Els dies que vindran)";""
"Sol del membrillo, El (1992) (re)";"Independent";"16/12/2022";5.0;1;2023;1992.0;"Sol del membrillo";"El"
"Padre no hay mas que uno 4";"Sony";"17/07/2024";13442979.0;2179045;2024;"";"Padre no hay mas que uno 4";""
"Infiltrada, La";"Beta Fiction";"11/10/2024";8108000.0;1274000;2024;"";"Infiltrada";"La"
"Buffalo Kids";"Warner Bros";"14/08/2024";5226939.0;837070;2024;"";"Buffalo Kids";""
"Odio el verano";"Sony";"23/08/2024";5211627.0;818250;2024;"";"Odio el verano";""
"Familia Beneton, La";"Beta Fiction";"22/03/2024";4067728.0;622534;2024;"";"Familia Beneton";"La"
"Ocho Apellidos Marroquis";"Universal";"01/12/2023";3286882.0;483445;2024;"";"Ocho Apellidos Marroquis";""
