"titulo";"distribuidora_pdf_heuristica";"fecha_estreno";"recaudacion";"espectadores";"anio";"anio_reposicion";"titulo_busqueda";"articulo"
"Cuco, El";"Filmax";"15/09/2023";34543.0;5951;2023;"";"Cuco";"El"
"Delfines de plata";"Filmax";"28/07/2023";34053.0;5780;2023;"";"Delfines de plata";""
"Ultimas Voluntades";"Alfa Pictures";"30/06/2023";33651.0;5799;2023;"";"Ultimas Voluntades";""
"Sica";"A Contracorriente";"19/05/2023";33258.0;5660;2023;"";"Sica";""
"Historias para no contar";"Filmax";"25/11/2022";31388.0;4733;2023;"";"Historias para no contar";""
"Maternal, La";"Bteam Pictures";"18/11/2022";30722.0;6963;2023;"";"Maternal";"La"
"Latido del Cielo, El";"European Dreams Factory";"17/11/2023";30160.0;4633;2023;"";"Latido del Cielo";"El"
"Suro";"A Contracorriente";"02/12/2022";28756.0;5433;2023;"";"Suro";""
"Tierra de nuestras madres";"Me Lo Creo";"20/07/2023";28537.0;5072;2023;"";"Tierra de nuestras madres";""
"Mamacruz";"Filmax";"27/10/2023";27711.0;4548;2023;"";"Mamacruz";""
"Fortaleza, La";"Syldavia";"23/06/2023";26933.0;4508;2023;"";"Fortaleza";"La"
"Espera, La";"Maravillas Distribuciones";"15/12/2023";26070.0;4124;2023;"";"Espera";"La"
"Quietud en la tormenta,";"La Vida";"12/05/2023";24447.0;4709;2023;"";"Quietud en la tormenta,";""
"Modelo 77";"Walt Disney";"23/09/2022";22914.0;4798;2023;"";"Modelo 77";""
"Paredes hablan, Las";"Wanda";"03/02/2023";22584.0;3658;2023;"";"Paredes hablan";"Las"
"Fantastico caso del Golem, El";"Sideral";"16/06/2023";21874.0;3734;2023;"";"Fantastico caso del Golem";"El"
"Hermano Caballo";"Beta Fiction";"08/06/2023";20511.0;2956;2023;"";"Hermano Caballo";""
"Matar cangrejos";"Filmax";"26/05/2023";19318.0;3421;2023;"";"Matar cangrejos";""
"Piedad, La";"Barton";"13/01/2023";18675.0;2945;2023;"";"Piedad";"La"
"Notas sobre un verano";"Surtsey Films";"01/09/2023";17744.0;3059;2023;"";"Notas sobre un verano";""
"Unzue. El ultimo equipo de Juancar";"A Contracorriente";"05/05/2023";17342.0;3049;2023;"";"Unzue. El ultimo equipo de Juancar";""
"Unicornios";"Filmax";"30/06/2023";17226.0;2889;2023;"";"Unicornios";""
"Espíritu de la colmena, El (1973) (re)";"Avalon Distribución";"01/09/2023";16106.0;3023;2023;1973.0;"Espíritu de la colmena";"El"
"Tadeo Jones 3. La tabla esmeralda";"Paramount Int'l";"26/08/2022";15670.0;3288;2023;"";"Tadeo Jones 3. La tabla esmeralda";""
"Bidasoa 2018-2023";"Barton";"20/10/2023";15642.0;2877;2023;"";"Bidasoa 2018-2023";""
"Mesita del comedor, La";"Independent";"30/11/2023";15380.0;2222;2023;"";"Mesita del comedor";"La"
"Ruta salvatge";"A Contracorriente";"17/11/2023";14081.0;2339;2023;"";"Ruta salvatge";""
"Kepler Sexto B";"Filmax";"16/06/2023";13966.0;2455;2023;"";"Kepler Sexto B";""
"Home e o can, O";"Baños Films";"20/10/2023";13675.0;2353;2023;"";"Home e o can, O";""
"Sur, El (1983) (re)";"Avalon Distribución";"01/09/2023";13246.0;2554;2023;1983.0;"Sur";"El"
"Piel del tambor, La";"Flins y Piniculas";"21/10/2022";12512.0;2187;2023;"";"Piel del tambor";"La"
"En temporada baja";"Begin Again Films";"14/04/2023";12035.0;2248;2023;"";"En temporada baja";""
"Amiga de mi amiga, La";"Begin Again Films";"03/02/2023";11959.0;2071;2023;"";"Amiga de mi amiga";"La"
"Aníbal, el arquitecto de Sevilla";"Mosaico";"24/11/2023";11652.0;2260;2023;"";"Aníbal, el arquitecto de Sevilla";""
"Cristina Garcia Rodero: La mirada oculta";"Wanda";"01/12/2023";11510.0;1644;2023;"";"Cristina Garcia Rodero: La mirada oculta";""
"Imatge permanent, La";"Aventura Cine";"17/11/2023";11173.0;1906;2023;"";"Imatge permanent";"La"
"Madre no hay mas que una";"European Dreams Factory";"20/10/2023";10513.0;1632;2023;"";"Madre no hay mas que una";""
"Cerdita";"Filmax";"14/10/2022";10029.0;2680;2023;"";"Cerdita";""
"Quan no acaba la nit (Cuando la noche no termina)";"ConUnPack";"27/10/2023";8989.0;1485;2023;"";"Quan no acaba la nit (Cuando la noche no termina)";""
"Desmadre incluido";"39 Escalones";"22/09/2023";8517.0;1424;2023;"";"Desmadre incluido";""
"Labordeta, un hombre sin más";"Urresti Producciones";"23/09/2022";8426.0;2108;2023;"";"Labordeta, un hombre sin más";""
"Bosque Salvaje de Pardomino, El";"Independent";"04/05/2023";8352.0;1497;2023;"";"Bosque Salvaje de Pardomino";"El"
"Caballos";"Proyecfilm";"23/11/2023";8303.0;1342;2023;"";"Caballos";""
"Medjugorje, la pelicula";"European Dreams Factory";"01/10/2021";8051.0;1118;2023;"";"Medjugorje, la pelicula";""
"Sintiendolo mucho";"Avalon Distribución";"17/11/2022";7815.0;1635;2023;"";"Sintiendolo mucho";""
"Parir";"Caracter Films";"10/10/2023";7755.0;1242;2023;"";"Parir";""
"Techo amarillo, El";"Bteam Pictures";"16/12/2022";7595.0;1527;2023;"";"Techo amarillo";"El"
"Secundarias";"La Esgueva Films";"17/11/2023";7565.0;1284;2023;"";"Secundarias";""
"Caleta Palace";"Independent";"24/11/2023";7409.0;1350;2023;"";"Caleta Palace";""
"Caso Padilla, El";"Sherlock";"02/06/2023";7342.0;1223;2023;"";"Caso Padilla";"El"
"Singla, La";"Atera Films";"10/11/2023";7320.0;1389;2023;"";"Singla";"La"
"Cante Jondo, Granada 1922";"Independent";"02/02/2023";7297.0;1890;2023;"";"Cante Jondo, Granada 1922";""
"Tiempo de Zarzuela";"Version Digital";"10/10/2023";7293.0;1210;2023;"";"Tiempo de Zarzuela";""
"Slasher";"Cinmawings";"12/05/2023";7292.0;1198;2023;"";"Slasher";""
"Cenerentola, La -Teatro Real (Opera)";"Version Digital";"23/11/2023";7190.0;712;2023;"";"Cenerentola, La -Teatro Real (Opera)";""
"Imposible, Lo";"Warner Bros";"11/10/2012";7000.0;886;2023;"";"Imposible, Lo";""
"Constructores de la Alhambra, Los";"Version Digital";"25/11/2022";6877.0;1102;2023;"";"Constructores de la Alhambra";"Los"
"Madre ven";"European Dreams Factory";"25/11/2022";6759.0;931;2023;"";"Madre ven";""
